ROW_NUM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO,FARM_LOCPLC,k,g,f
3891,경상남도,창녕군,이방면,닭,24,경상남도 창녕군 이방면,"('35.577043629019', '128.387823034145')",35.577043629019,128.387823034145
3892,강원도,화천군,하남면,사슴,16,강원도 화천군 하남면,"('38.0576735877991', '127.668191116312')",38.0576735877991,127.668191116312
3893,경상북도,의성군,사곡면,닭,51,경상북도 의성군 사곡면,"('36.3062965102942', '128.787852762809')",36.3062965102942,128.787852762809
3894,전라북도,진안군,성수면,기러기,2,전라북도 진안군 성수면,"('35.7085445224066', '127.323277331915')",35.7085445224066,127.323277331915
3895,경상북도,상주시,이안면,염소,9,경상북도 상주시 이안면,"('36.5794513514717', '128.145579813461')",36.5794513514717,128.145579813461
3896,경상북도,문경시,불정동,닭,3,경상북도 문경시 불정동,"('36.6317499200081', '128.131698614322')",36.6317499200081,128.131698614322
3897,전라북도,전주시 완산구,상림동,닭,1,전라북도 전주시 완산구 상림동,"('35.8133400930011', '127.07538752792')",35.8133400930011,127.07538752792
3898,전라북도,남원시,금지면,닭,13,전라북도 남원시 금지면,"('35.3576326002428', '127.303859603117')",35.3576326002428,127.303859603117
3899,경상남도,남해군,이동면,칠면조,1,경상남도 남해군 이동면,"('34.7994326707686', '127.954674192293')",34.7994326707686,127.954674192293
3900,전라남도,강진군,작천면,염소,10,전라남도 강진군 작천면,"('34.704260892762', '126.771414187778')",34.704260892762,126.771414187778
3901,경상북도,울진군,매화면,오리,3,경상북도 울진군 매화면,"('36.9131895885358', '129.382276122081')",36.9131895885358,129.382276122081
3902,전라남도,보성군,조성면,염소,26,전라남도 보성군 조성면,"('34.8084923750236', '127.247618461358')",34.8084923750236,127.247618461358
3903,경상북도,영양군,입암면,사슴,1,경상북도 영양군 입암면,"('36.5931432595205', '129.090328544709')",36.5931432595205,129.090328544709
3904,전라남도,고흥군,과역면,염소,5,전라남도 고흥군 과역면,"('34.6812713155103', '127.359869695306')",34.6812713155103,127.359869695306
3905,경상북도,안동시,풍산읍,염소,11,경상북도 안동시 풍산읍,"('36.5801577504027', '128.57205509491')",36.5801577504027,128.57205509491
3906,충청남도,태안군,소원면,닭,41,충청남도 태안군 소원면,"('36.7625575970514', '126.197267469025')",36.7625575970514,126.197267469025
3907,전라남도,보성군,노동면,사슴,1,전라남도 보성군 노동면,"('34.7991452856054', '127.067651116696')",34.7991452856054,127.067651116696
3908,경상북도,안동시,서후면,닭,30,경상북도 안동시 서후면,"('36.6169205993857', '128.663856494909')",36.6169205993857,128.663856494909
3909,전라남도,영광군,묘량면,돼지,6,전라남도 영광군 묘량면,"('35.2570750473716', '126.54319718297')",35.2570750473716,126.54319718297
3910,전라북도,고창군,흥덕면,염소,4,전라북도 고창군 흥덕면,"('35.5177966577872', '126.703612104603')",35.5177966577872,126.703612104603
3911,전라북도,장수군,천천면,닭,43,전라북도 장수군 천천면,"('35.7334622298528', '127.532329485553')",35.7334622298528,127.532329485553
3912,경상남도,거창군,남상면,염소,10,경상남도 거창군 남상면,"('35.6431995956805', '127.910197911317')",35.6431995956805,127.910197911317
3913,경상북도,예천군,유천면,염소,22,경상북도 예천군 유천면,"('36.6354305614571', '128.390085456074')",36.6354305614571,128.390085456074
3914,전라남도,무안군,해제면,염소,10,전라남도 무안군 해제면,"('35.110495476303', '126.294474354638')",35.110495476303,126.294474354638
3915,전라북도,완주군,봉동읍,닭,10,전라북도 완주군 봉동읍,"('35.9416848722579', '127.165802836097')",35.9416848722579,127.165802836097
3916,충청북도,제천시,덕산면,닭,69,충청북도 제천시 덕산면,"('36.9120259835453', '128.164408023592')",36.9120259835453,128.164408023592
3917,경기도,파주시,검산동,닭,4,경기도 파주시 검산동,"('37.7898349883467', '126.746124667118')",37.7898349883467,126.746124667118
3918,경상남도,남해군,미조면,염소,5,경상남도 남해군 미조면,"('34.7120206495288', '128.046036616919')",34.7120206495288,128.046036616919
3919,서울특별시,도봉구,도봉동,꿀벌,1,서울특별시 도봉구 도봉동,"('37.6873960128039', '127.021495626589')",37.6873960128039,127.021495626589
3920,경기도,고양시 덕양구,덕은동,닭,2,경기도 고양시 덕양구 덕은동,"('37.5806237278263', '126.856900757063')",37.5806237278263,126.856900757063
3921,경상남도,의령군,궁류면,염소,14,경상남도 의령군 궁류면,"('35.4473673891073', '128.249001652338')",35.4473673891073,128.249001652338
3922,인천광역시,강화군,선원면,돼지,1,인천광역시 강화군 선원면,"('37.7133449417265', '126.48482509821')",37.7133449417265,126.48482509821
3923,제주특별자치도,서귀포시,안덕면,말,28,제주특별자치도 서귀포시 안덕면,"('33.2576271445351', '126.330674173691')",33.2576271445351,126.330674173691
3924,전라북도,부안군,상서면,닭,20,전라북도 부안군 상서면,"('35.6864307622254', '126.678035951602')",35.6864307622254,126.678035951602
3925,충청남도,홍성군,장곡면,오리,3,충청남도 홍성군 장곡면,"('36.5051510383131', '126.69128415169')",36.5051510383131,126.69128415169
3926,충청남도,보령시,남포면,거위,2,충청남도 보령시 남포면,"('36.304610764187', '126.605067640803')",36.304610764187,126.605067640803
3927,충청북도,청원군,오송읍,닭,3,충청북도 청원군 오송읍,"('36.6091876641015', '127.324563863517')",36.6091876641015,127.324563863517
3928,광주광역시,남구,석정동,닭,1,광주광역시 남구 석정동,"('35.0881697244256', '126.816243398506')",35.0881697244256,126.816243398506
3929,전라북도,순창군,유등면,돼지,2,전라북도 순창군 유등면,"('35.3613483074881', '127.187467488683')",35.3613483074881,127.187467488683
3930,경상북도,안동시,옥동,꿩,1,경상북도 안동시 옥동,"('36.5615167017744', '128.701719516809')",36.5615167017744,128.701719516809
3931,경상남도,창원시 진해구,죽곡동,닭,2,경상남도 창원시 진해구 죽곡동,"('35.1126278398104', '128.724546773188')",35.1126278398104,128.724546773188
3932,충청남도,아산시,인주면,기러기,1,충청남도 아산시 인주면,"('36.8690066584624', '126.884612818588')",36.8690066584624,126.884612818588
3933,충청북도,영동군,양산면,꿀벌,4,충청북도 영동군 양산면,"('36.1222928730595', '127.669050412972')",36.1222928730595,127.669050412972
3934,전라북도,고창군,심원면,닭,10,전라북도 고창군 심원면,"('35.5242870320373', '126.551072403269')",35.5242870320373,126.551072403269
3935,경상남도,통영시,도산면,거위,1,경상남도 통영시 도산면,"('34.903231462281', '128.361908455875')",34.903231462281,128.361908455875
3936,제주특별자치도,제주시,조천읍,꿀벌,19,제주특별자치도 제주시 조천읍,"('33.5344013008299', '126.634132237491')",33.5344013008299,126.634132237491
3937,경상남도,거제시,일운면,염소,6,경상남도 거제시 일운면,"('34.8296640389976', '128.703143487497')",34.8296640389976,128.703143487497
3938,경상북도,안동시,일직면,돼지,4,경상북도 안동시 일직면,"('36.4752869602861', '128.65952881444')",36.4752869602861,128.65952881444
3939,충청남도,태안군,근흥면,염소,10,충청남도 태안군 근흥면,"('36.7136334038554', '126.228049810552')",36.7136334038554,126.228049810552
3940,강원도,정선군,사북읍,오리,2,강원도 정선군 사북읍,"('37.2277245267372', '128.821814063945')",37.2277245267372,128.821814063945
3941,전라북도,익산시,왕궁면,닭,28,전라북도 익산시 왕궁면,"('35.9663638777074', '127.087860607377')",35.9663638777074,127.087860607377
3942,전라남도,영광군,군남면,사슴,1,전라남도 영광군 군남면,"('35.2394732161192', '126.449499417485')",35.2394732161192,126.449499417485
3943,전라남도,영광군,군남면,닭,10,전라남도 영광군 군남면,"('35.2394732161192', '126.449499417485')",35.2394732161192,126.449499417485
3944,전라북도,남원시,아영면,닭,7,전라북도 남원시 아영면,"('35.5086579365101', '127.612904140789')",35.5086579365101,127.612904140789
3945,경상남도,고성군,상리면,염소,27,경상남도 고성군 상리면,"('34.9997537964588', '128.186407895162')",34.9997537964588,128.186407895162
3946,강원도,춘천시,서면,타조,1,강원도 춘천시 서면,"('37.8986923448081', '127.692791905634')",37.8986923448081,127.692791905634
3947,전라북도,진안군,안천면,닭,36,전라북도 진안군 안천면,"('35.8971189540272', '127.552921966805')",35.8971189540272,127.552921966805
3948,전라북도,장수군,장수읍,오리,2,전라북도 장수군 장수읍,"('35.6542060803554', '127.519651585548')",35.6542060803554,127.519651585548
3949,충청북도,진천군,이월면,닭,24,충청북도 진천군 이월면,"('36.9256713688577', '127.428595450078')",36.9256713688577,127.428595450078
3950,전라남도,신안군,임자면,닭,11,전라남도 신안군 임자면,"('35.0841790513102', '126.111187461859')",35.0841790513102,126.111187461859
3951,경기도,가평군,조종면,돼지,2,경기도 가평군 조종면,"('37.8175158053298', '127.353241002492')",37.8175158053298,127.353241002492
3952,충청북도,청주시 상당구,낭성면,염소,10,충청북도 청주시 상당구 낭성면,"('36.622704630418', '127.603961873006')",36.622704630418,127.603961873006
3953,전라남도,보성군,보성읍,염소,13,전라남도 보성군 보성읍,"('34.7685076173872', '127.080131495248')",34.7685076173872,127.080131495248
3954,경상북도,경주시,건천읍,돼지,6,경상북도 경주시 건천읍,"('35.8500065489845', '129.102236789911')",35.8500065489845,129.102236789911
3955,강원도,횡성군,강림면,염소,2,강원도 횡성군 강림면,"('37.3602310480308', '128.125412513164')",37.3602310480308,128.125412513164
3956,전라남도,장흥군,장평면,염소,7,전라남도 장흥군 장평면,"('34.7736586405249', '126.974799765795')",34.7736586405249,126.974799765795
3957,충청북도,영동군,영동읍,관상조,1,충청북도 영동군 영동읍,"('36.1711011133672', '127.776028621546')",36.1711011133672,127.776028621546
3958,충청남도,보령시,주포면,닭,17,충청남도 보령시 주포면,"('36.4150908429936', '126.587958619989')",36.4150908429936,126.587958619989
3959,충청남도,부여군,석성면,돼지,9,충청남도 부여군 석성면,"('36.2532714867206', '127.002341042089')",36.2532714867206,127.002341042089
3960,경기도,화성시,마도면,거위,1,경기도 화성시 마도면,"('37.205473723943', '126.769633656944')",37.205473723943,126.769633656944
3961,전라남도,해남군,마산면,닭,13,전라남도 해남군 마산면,"('34.6216623666985', '126.568136082472')",34.6216623666985,126.568136082472
3962,경상남도,산청군,신등면,오리,1,경상남도 산청군 신등면,"('35.382804241132', '128.006610635915')",35.382804241132,128.006610635915
3963,충청남도,아산시,도고면,돼지,10,충청남도 아산시 도고면,"('36.7574456096597', '126.877411186857')",36.7574456096597,126.877411186857
3964,충청남도,아산시,배방읍,사슴,11,충청남도 아산시 배방읍,"('36.7738248327747', '127.05384284728')",36.7738248327747,127.05384284728
3965,전라남도,완도군,고금면,염소,18,전라남도 완도군 고금면,"('34.3949158542465', '126.804321956216')",34.3949158542465,126.804321956216
3966,충청남도,당진시,신평면,사슴,2,충청남도 당진시 신평면,"('36.8853839433703', '126.773564831775')",36.8853839433703,126.773564831775
3967,전라북도,군산시,옥서면,닭,9,전라북도 군산시 옥서면,"('35.9244283178803', '126.64494109808')",35.9244283178803,126.64494109808
3968,전라남도,영암군,영암읍,오리,2,전라남도 영암군 영암읍,"('34.7997423319196', '126.701344647559')",34.7997423319196,126.701344647559
3969,경기도,양평군,양동면,닭,11,경기도 양평군 양동면,"('37.4251059645744', '127.751177593936')",37.4251059645744,127.751177593936
3970,전라북도,김제시,백산면,사슴,4,전라북도 김제시 백산면,"('35.8282257937354', '126.892141143981')",35.8282257937354,126.892141143981
3971,전라남도,고흥군,동일면,닭,1,전라남도 고흥군 동일면,"('34.5024169975394', '127.466984700484')",34.5024169975394,127.466984700484
3972,제주특별자치도,제주시,오등동,말,9,제주특별자치도 제주시 오등동,"('33.443036127736', '126.54068535707')",33.443036127736,126.54068535707
3973,충청남도,청양군,청남면,꿀벌,1,충청남도 청양군 청남면,"('36.3524214833312', '126.952210775458')",36.3524214833312,126.952210775458
3974,강원도,철원군,서면,닭,17,강원도 철원군 서면,"('38.1646509515925', '127.415710898265')",38.1646509515925,127.415710898265
3975,전라북도,완주군,화산면,염소,15,전라북도 완주군 화산면,"('36.0356724556523', '127.203481630258')",36.0356724556523,127.203481630258
3976,충청북도,충주시,주덕읍,오리,2,충청북도 충주시 주덕읍,"('36.9756382529379', '127.795607766653')",36.9756382529379,127.795607766653
3977,세종특별자치시,,전의면,닭,22,세종특별자치시 nan 전의면,"(None, None)",,
3978,경기도,화성시,서신면,사슴,3,경기도 화성시 서신면,"('37.1665728218836', '126.708732190778')",37.1665728218836,126.708732190778
3979,경상북도,영천시,청통면,돼지,19,경상북도 영천시 청통면,"('35.992124269694', '128.822997781639')",35.992124269694,128.822997781639
3980,경기도,포천시,선단동,닭,3,경기도 포천시 선단동,"('37.8541346428759', '127.159166102123')",37.8541346428759,127.159166102123
3981,경상남도,진주시,집현면,염소,12,경상남도 진주시 집현면,"('35.2390259383822', '128.086340654273')",35.2390259383822,128.086340654273
3982,경상북도,상주시,모동면,닭,5,경상북도 상주시 모동면,"('36.3201000131368', '127.959367427176')",36.3201000131368,127.959367427176
3983,전라남도,장흥군,용산면,염소,4,전라남도 장흥군 용산면,"('34.6148893805206', '126.914093642589')",34.6148893805206,126.914093642589
3984,충청남도,아산시,인주면,닭,7,충청남도 아산시 인주면,"('36.8690066584624', '126.884612818588')",36.8690066584624,126.884612818588
3985,경기도,안성시,원곡면,염소,2,경기도 안성시 원곡면,"('37.0413570597832', '127.131761959403')",37.0413570597832,127.131761959403
3986,경상북도,김천시,구성면,돼지,5,경상북도 김천시 구성면,"('36.0325365395032', '128.047729814822')",36.0325365395032,128.047729814822
3987,전라북도,김제시,청하면,오리,3,전라북도 김제시 청하면,"('35.9034159604368', '126.840648762603')",35.9034159604368,126.840648762603
3988,경상북도,포항시 북구,죽장면,관상조,1,경상북도 포항시 북구 죽장면,"('36.1601940486139', '129.095792942796')",36.1601940486139,129.095792942796
3989,전라남도,해남군,해남읍,닭,5,전라남도 해남군 해남읍,"('34.5652050470629', '126.599187892847')",34.5652050470629,126.599187892847
3990,충청남도,홍성군,홍성읍,꿀벌,11,충청남도 홍성군 홍성읍,"('36.6014696445995', '126.662222238465')",36.6014696445995,126.662222238465
3991,경기도,광주시,초월읍,사슴,5,경기도 광주시 초월읍,"('37.3852482375457', '127.287960741314')",37.3852482375457,127.287960741314
3992,경상북도,고령군,성산면,염소,3,경상북도 고령군 성산면,"('35.7499058888517', '128.359921388395')",35.7499058888517,128.359921388395
3993,충청남도,예산군,신암면,닭,19,충청남도 예산군 신암면,"('36.7345259672', '126.826296864641')",36.7345259672,126.826296864641
3994,전라남도,무안군,일로읍,염소,6,전라남도 무안군 일로읍,"('34.851488326684', '126.490296798249')",34.851488326684,126.490296798249
3995,전라남도,구례군,토지면,사슴,3,전라남도 구례군 토지면,"('35.1978744257451', '127.526238011482')",35.1978744257451,127.526238011482
3996,경기도,포천시,일동면,돼지,29,경기도 포천시 일동면,"('37.961275785629', '127.317109699824')",37.961275785629,127.317109699824
3997,강원도,홍천군,서면,돼지,2,강원도 홍천군 서면,"('37.6885985446758', '127.664103886782')",37.6885985446758,127.664103886782
3998,충청남도,홍성군,결성면,꿀벌,8,충청남도 홍성군 결성면,"('36.5243160693388', '126.546644940465')",36.5243160693388,126.546644940465
3999,충청북도,영동군,매곡면,닭,21,충청북도 영동군 매곡면,"('36.19087307586', '127.932125380455')",36.19087307586,127.932125380455
4000,경상남도,하동군,금남면,닭,31,경상남도 하동군 금남면,"('34.9505144081683', '127.85911016191')",34.9505144081683,127.85911016191
4001,충청북도,음성군,음성읍,꿀벌,9,충청북도 음성군 음성읍,"('36.9348645388957', '127.690556521919')",36.9348645388957,127.690556521919
4002,충청남도,예산군,삽교읍,염소,11,충청남도 예산군 삽교읍,"('36.688085694103', '126.739391843667')",36.688085694103,126.739391843667
4003,경상북도,문경시,마성면,칠면조,3,경상북도 문경시 마성면,"('36.6926030163644', '128.116688126728')",36.6926030163644,128.116688126728
4004,경상북도,문경시,마성면,염소,10,경상북도 문경시 마성면,"('36.6926030163644', '128.116688126728')",36.6926030163644,128.116688126728
4005,전라북도,정읍시,쌍암동,닭,8,전라북도 정읍시 쌍암동,"('35.5112304141755', '126.888435193487')",35.5112304141755,126.888435193487
4006,충청북도,옥천군,동이면,거위,4,충청북도 옥천군 동이면,"('36.283878279197', '127.620347488376')",36.283878279197,127.620347488376
4007,경상북도,영덕군,강구면,염소,2,경상북도 영덕군 강구면,"('36.361807939165', '129.378593083086')",36.361807939165,129.378593083086
4008,경상북도,포항시 남구,연일읍,칠면조,3,경상북도 포항시 남구 연일읍,"('35.9916254535548', '129.344150516076')",35.9916254535548,129.344150516076
4009,충청북도,제천시,금성면,돼지,4,충청북도 제천시 금성면,"('37.0615804872323', '128.168691236462')",37.0615804872323,128.168691236462
4010,경상남도,산청군,삼장면,염소,11,경상남도 산청군 삼장면,"('35.2982299322661', '127.831735620344')",35.2982299322661,127.831735620344
4011,세종특별자치시,,전동면,거위,1,세종특별자치시 nan 전동면,"(None, None)",,
4012,전라북도,정읍시,입암면,염소,11,전라북도 정읍시 입암면,"('35.5037572915125', '126.793190936821')",35.5037572915125,126.793190936821
4013,경상북도,의성군,점곡면,사슴,3,경상북도 의성군 점곡면,"('36.4240827363935', '128.767921477058')",36.4240827363935,128.767921477058
4014,전라남도,무안군,운남면,염소,10,전라남도 무안군 운남면,"('34.9622367004003', '126.343266328668')",34.9622367004003,126.343266328668
4015,충청남도,홍성군,금마면,돼지,12,충청남도 홍성군 금마면,"('36.6119467125862', '126.732673262743')",36.6119467125862,126.732673262743
4016,충청북도,증평군,증평읍,꿀벌,10,충청북도 증평군 증평읍,"('36.7846371098653', '127.581032220365')",36.7846371098653,127.581032220365
4017,전라남도,장성군,북이면,거위,2,전라남도 장성군 북이면,"('35.4287359932006', '126.808685241937')",35.4287359932006,126.808685241937
4018,경상남도,고성군,상리면,닭,45,경상남도 고성군 상리면,"('34.9997537964588', '128.186407895162')",34.9997537964588,128.186407895162
4019,경상북도,구미시,도개면,염소,5,경상북도 구미시 도개면,"('36.2995500795305', '128.330803755017')",36.2995500795305,128.330803755017
4020,울산광역시,북구,구유동,닭,2,울산광역시 북구 구유동,"('35.6055009813905', '129.451125884272')",35.6055009813905,129.451125884272
4021,충청북도,단양군,대강면,오리,2,충청북도 단양군 대강면,"('36.9223282728192', '128.35205813541')",36.9223282728192,128.35205813541
4022,경상북도,울진군,북면,염소,4,경상북도 울진군 북면,"('37.1048544174713', '129.373093753423')",37.1048544174713,129.373093753423
4023,충청남도,홍성군,홍성읍,돼지,6,충청남도 홍성군 홍성읍,"('36.6014696445995', '126.662222238465')",36.6014696445995,126.662222238465
4024,전라북도,임실군,신평면,염소,5,전라북도 임실군 신평면,"('35.6570693447634', '127.223949640806')",35.6570693447634,127.223949640806
4025,전라남도,순천시,저전동,꿩,1,전라남도 순천시 저전동,"('34.9481351636834', '127.484084104584')",34.9481351636834,127.484084104584
4026,전라남도,순천시,저전동,염소,1,전라남도 순천시 저전동,"('34.9481351636834', '127.484084104584')",34.9481351636834,127.484084104584
4027,전라북도,익산시,용안면,돼지,2,전라북도 익산시 용안면,"('36.120042190894', '126.952303117463')",36.120042190894,126.952303117463
4028,전라북도,부안군,주산면,오리,1,전라북도 부안군 주산면,"('35.6719030220777', '126.711057952777')",35.6719030220777,126.711057952777
4029,전라남도,영광군,백수읍,돼지,4,전라남도 영광군 백수읍,"('35.2816370979329', '126.420098752733')",35.2816370979329,126.420098752733
4030,대구광역시,달성군,논공읍,닭,13,대구광역시 달성군 논공읍,"('35.7743375840326', '128.419911564147')",35.7743375840326,128.419911564147
4031,전라남도,장흥군,부산면,염소,6,전라남도 장흥군 부산면,"('34.7205177358081', '126.902521346179')",34.7205177358081,126.902521346179
4032,전라북도,완주군,비봉면,닭,15,전라북도 완주군 비봉면,"('35.9959180666923', '127.140089047914')",35.9959180666923,127.140089047914
4033,강원도,양양군,손양면,돼지,7,강원도 양양군 손양면,"('38.0605654654139', '128.641095471494')",38.0605654654139,128.641095471494
4034,경상남도,진주시,진성면,닭,19,경상남도 진주시 진성면,"('35.1849539698332', '128.223337045429')",35.1849539698332,128.223337045429
4035,경상북도,상주시,인평동,돼지,1,경상북도 상주시 인평동,"('36.3933244575591', '128.179057456248')",36.3933244575591,128.179057456248
4036,충청남도,천안시 서북구,입장면,돼지,8,충청남도 천안시 서북구 입장면,"('36.9128088075248', '127.221165722116')",36.9128088075248,127.221165722116
4037,강원도,원주시,신림면,염소,8,강원도 원주시 신림면,"('37.2306925112002', '128.079484645368')",37.2306925112002,128.079484645368
4038,전라북도,정읍시,북면,염소,8,전라북도 정읍시 북면,"('35.6092231273679', '126.892232805233')",35.6092231273679,126.892232805233
4039,경상남도,창원시 마산합포구,진북면,칠면조,2,경상남도 창원시 마산합포구 진북면,"('35.1154620567244', '128.46744816659')",35.1154620567244,128.46744816659
4040,전라북도,진안군,마령면,오리,5,전라북도 진안군 마령면,"('35.7344433351892', '127.370812189982')",35.7344433351892,127.370812189982
4041,충청북도,영동군,학산면,닭,19,충청북도 영동군 학산면,"('36.0994540837559', '127.684794140327')",36.0994540837559,127.684794140327
4042,대구광역시,달성군,가창면,돼지,4,대구광역시 달성군 가창면,"('35.8027049070586', '128.622823693029')",35.8027049070586,128.622823693029
4043,제주특별자치도,제주시,노형동,닭,2,제주특별자치도 제주시 노형동,"('33.4830787814711', '126.477191625107')",33.4830787814711,126.477191625107
4044,경기도,성남시 중원구,성남동,닭,3,경기도 성남시 중원구 성남동,"('37.4353291482246', '127.138944267643')",37.4353291482246,127.138944267643
4045,충청남도,청양군,운곡면,닭,18,충청남도 청양군 운곡면,"('36.5237860556619', '126.844669252681')",36.5237860556619,126.844669252681
4046,강원도,화천군,사내면,오리,3,강원도 화천군 사내면,"('38.0701588123932', '127.523433810035')",38.0701588123932,127.523433810035
4047,전라남도,구례군,용방면,돼지,1,전라남도 구례군 용방면,"('35.2506614520562', '127.430154325938')",35.2506614520562,127.430154325938
4048,경상남도,거제시,동부면,염소,24,경상남도 거제시 동부면,"('34.8215720892903', '128.608217661284')",34.8215720892903,128.608217661284
4049,부산광역시,금정구,금성동,닭,5,부산광역시 금정구 금성동,"('35.2503324603387', '129.056142876022')",35.2503324603387,129.056142876022
4050,대구광역시,동구,미대동,닭,9,대구광역시 동구 미대동,"('35.9629967838868', '128.672346026409')",35.9629967838868,128.672346026409
4051,경상북도,성주군,성주읍,염소,8,경상북도 성주군 성주읍,"('35.9189532064083', '128.289291570613')",35.9189532064083,128.289291570613
4052,경상북도,안동시,길안면,닭,11,경상북도 안동시 길안면,"('36.4559981698527', '128.894465404069')",36.4559981698527,128.894465404069
4053,충청남도,부여군,충화면,닭,15,충청남도 부여군 충화면,"('36.1817706944787', '126.821611293458')",36.1817706944787,126.821611293458
4054,부산광역시,강서구,식만동,돼지,1,부산광역시 강서구 식만동,"('35.2111486875336', '128.911767804559')",35.2111486875336,128.911767804559
4055,경기도,여주시,능서면,돼지,2,경기도 여주시 능서면,"('37.3001972675328', '127.573501871315')",37.3001972675328,127.573501871315
4056,충청북도,단양군,어상천면,사슴,2,충청북도 단양군 어상천면,"('37.1023344087686', '128.358801243342')",37.1023344087686,128.358801243342
4057,경기도,이천시,모가면,꿀벌,1,경기도 이천시 모가면,"('37.1716633744715', '127.480176814687')",37.1716633744715,127.480176814687
4058,경상북도,예천군,개포면,오리,4,경상북도 예천군 개포면,"('36.6083901201947', '128.366522747512')",36.6083901201947,128.366522747512
4059,전라남도,함평군,월야면,거위,2,전라남도 함평군 월야면,"('35.1801007842814', '126.632254157841')",35.1801007842814,126.632254157841
4060,경상북도,안동시,석동동,염소,2,경상북도 안동시 석동동,"('36.5748933942611', '128.801404264416')",36.5748933942611,128.801404264416
4061,충청북도,제천시,수산면,꿀벌,4,충청북도 제천시 수산면,"('36.9338039967425', '128.181032174568')",36.9338039967425,128.181032174568
4062,전라남도,담양군,용면,꿀벌,1,전라남도 담양군 용면,"('35.3649505556594', '126.987491335017')",35.3649505556594,126.987491335017
4063,전라남도,함평군,신광면,닭,7,전라남도 함평군 신광면,"('35.1556385667098', '126.497814727441')",35.1556385667098,126.497814727441
4064,전라남도,영광군,홍농읍,돼지,1,전라남도 영광군 홍농읍,"('35.3957218273396', '126.44533979711')",35.3957218273396,126.44533979711
4065,전라남도,화순군,이양면,염소,8,전라남도 화순군 이양면,"('34.8877826253123', '126.988321087824')",34.8877826253123,126.988321087824
4066,전라북도,남원시,운봉읍,토끼,1,전라북도 남원시 운봉읍,"('35.4398031429868', '127.528909077171')",35.4398031429868,127.528909077171
4067,경상북도,안동시,성곡동,염소,3,경상북도 안동시 성곡동,"('36.5658119603902', '128.765217933806')",36.5658119603902,128.765217933806
4068,충청북도,옥천군,안내면,오리,1,충청북도 옥천군 안내면,"('36.3944551303002', '127.661963267002')",36.3944551303002,127.661963267002
4069,충청남도,서산시,부석면,닭,45,충청남도 서산시 부석면,"('36.7148738592682', '126.393763892659')",36.7148738592682,126.393763892659
4070,전라남도,보성군,회천면,염소,4,전라남도 보성군 회천면,"('34.6687596084662', '127.085342210474')",34.6687596084662,127.085342210474
4071,충청남도,서산시,장동,닭,2,충청남도 서산시 장동,"('36.7330312024738', '126.47368102978')",36.7330312024738,126.47368102978
4072,충청남도,서산시,장동,칠면조,1,충청남도 서산시 장동,"('36.7330312024738', '126.47368102978')",36.7330312024738,126.47368102978
4073,충청남도,청양군,화성면,닭,16,충청남도 청양군 화성면,"('36.4273193745742', '126.717356702965')",36.4273193745742,126.717356702965
4074,전라남도,신안군,안좌면,돼지,2,전라남도 신안군 안좌면,"('34.7560851256965', '126.124660918542')",34.7560851256965,126.124660918542
4075,경상남도,양산시,원동면,꿩,3,경상남도 양산시 원동면,"('35.3647300140635', '128.918819901124')",35.3647300140635,128.918819901124
4076,경상남도,김해시,동상동,닭,3,경상남도 김해시 동상동,"('35.2368400511307', '128.883465067322')",35.2368400511307,128.883465067322
4077,경상남도,밀양시,교동,염소,2,경상남도 밀양시 교동,"('35.5109851792355', '128.75715397471')",35.5109851792355,128.75715397471
4078,충청북도,옥천군,이원면,돼지,1,충청북도 옥천군 이원면,"('36.2462386585302', '127.619502504301')",36.2462386585302,127.619502504301
4079,충청북도,진천군,초평면,염소,12,충청북도 진천군 초평면,"('36.8459462418434', '127.526419171153')",36.8459462418434,127.526419171153
4080,경기도,여주시,가남읍,돼지,14,경기도 여주시 가남읍,"('37.2018014404834', '127.545159330237')",37.2018014404834,127.545159330237
4081,전라북도,순창군,풍산면,거위,2,전라북도 순창군 풍산면,"('35.336588218874', '127.138391943468')",35.336588218874,127.138391943468
4082,강원도,원주시,부론면,칠면조,2,강원도 원주시 부론면,"('37.2076020452332', '127.750494148523')",37.2076020452332,127.750494148523
4083,충청북도,청주시 흥덕구,평동,토끼,1,충청북도 청주시 흥덕구 평동,"('36.6654504995635', '127.407895536047')",36.6654504995635,127.407895536047
4084,경기도,안산시 단원구,초지동,사슴,1,경기도 안산시 단원구 초지동,"('37.3100013406108', '126.816873385207')",37.3100013406108,126.816873385207
4085,경상북도,울진군,후포면,닭,14,경상북도 울진군 후포면,"('36.678493765933', '129.439340805341')",36.678493765933,129.439340805341
4086,경기도,고양시 덕양구,화전동,염소,1,경기도 고양시 덕양구 화전동,"('37.6000455360805', '126.872658393587')",37.6000455360805,126.872658393587
4087,전라북도,부안군,하서면,사슴,6,전라북도 부안군 하서면,"('35.7155448409924', '126.66200939153')",35.7155448409924,126.66200939153
4088,경기도,성남시 수정구,상적동,닭,1,경기도 성남시 수정구 상적동,"('37.4214831902665', '127.05395515625')",37.4214831902665,127.05395515625
4089,충청남도,청양군,운곡면,돼지,2,충청남도 청양군 운곡면,"('36.5237860556619', '126.844669252681')",36.5237860556619,126.844669252681
4090,충청북도,단양군,매포읍,꿀벌,5,충청북도 단양군 매포읍,"('37.032317495816', '128.303392511581')",37.032317495816,128.303392511581
