ROW_NUM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO,FARM_LOCPLC,k,g,f
1,경상남도,함양군,병곡면,소,30,경상남도 함양군 병곡면,"('35.5284715455675', '127.68213141464')",35.5284715455675,127.68213141464
2,강원도,평창군,봉평면,소,37,강원도 평창군 봉평면,"('37.6161929793163', '128.379492494281')",37.6161929793163,128.379492494281
3,전라북도,장수군,장수읍,소,129,전라북도 장수군 장수읍,"('35.6542060803554', '127.519651585548')",35.6542060803554,127.519651585548
4,경상북도,영주시,상줄동,소,27,경상북도 영주시 상줄동,"('36.8305743996276', '128.586781792571')",36.8305743996276,128.586781792571
5,경상남도,거창군,거창읍,소,155,경상남도 거창군 거창읍,"('35.688010089553', '127.903914924402')",35.688010089553,127.903914924402
6,경상남도,양산시,동면,소,8,경상남도 양산시 동면,"('35.323519849459', '129.061860910265')",35.323519849459,129.061860910265
7,경상남도,밀양시,청도면,소,97,경상남도 밀양시 청도면,"('35.5489110834165', '128.62444988427')",35.5489110834165,128.62444988427
8,제주특별자치도,제주시,구좌읍,소,84,제주특별자치도 제주시 구좌읍,"('33.5225267070201', '126.852053599141')",33.5225267070201,126.852053599141
9,충청남도,부여군,은산면,염소,14,충청남도 부여군 은산면,"('36.3104262905269', '126.854215108774')",36.3104262905269,126.854215108774
10,경상남도,거제시,거제면,닭,42,경상남도 거제시 거제면,"('34.8510437105885', '128.590427875294')",34.8510437105885,128.590427875294
11,경상남도,사천시,서포면,소,119,경상남도 사천시 서포면,"('35.0061075610376', '127.97802749124')",35.0061075610376,127.97802749124
12,경상남도,고성군,개천면,소,60,경상남도 고성군 개천면,"('35.0987319004093', '128.258983112372')",35.0987319004093,128.258983112372
13,충청남도,서산시,인지면,소,96,충청남도 서산시 인지면,"('36.7531440057616', '126.425377819565')",36.7531440057616,126.425377819565
14,충청남도,예산군,응봉면,소,75,충청남도 예산군 응봉면,"('36.6586392492339', '126.761198301312')",36.6586392492339,126.761198301312
15,전라북도,부안군,변산면,소,41,전라북도 부안군 변산면,"('35.6634889289634', '126.528462533107')",35.6634889289634,126.528462533107
16,경기도,파주시,적성면,소,103,경기도 파주시 적성면,"('37.9543767524196', '126.917635009286')",37.9543767524196,126.917635009286
17,경상북도,경주시,안강읍,염소,10,경상북도 경주시 안강읍,"('35.9902073180478', '129.227014022472')",35.9902073180478,129.227014022472
18,경상남도,합천군,초계면,닭,43,경상남도 합천군 초계면,"('35.5599748245576', '128.265291765705')",35.5599748245576,128.265291765705
19,전라북도,임실군,성수면,닭,32,전라북도 임실군 성수면,"('35.6298865194604', '127.333125544753')",35.6298865194604,127.333125544753
20,전라남도,순천시,외서면,닭,43,전라남도 순천시 외서면,"('34.9137153051339', '127.277400802741')",34.9137153051339,127.277400802741
21,경상남도,밀양시,단장면,소,70,경상남도 밀양시 단장면,"('35.5152655896826', '128.875972446759')",35.5152655896826,128.875972446759
22,경기도,양평군,단월면,소,67,경기도 양평군 단월면,"('37.5385614314037', '127.672990233658')",37.5385614314037,127.672990233658
23,전라북도,정읍시,옹동면,소,104,전라북도 정읍시 옹동면,"('35.6435032160298', '126.974507478752')",35.6435032160298,126.974507478752
24,경상북도,의성군,춘산면,소,10,경상북도 의성군 춘산면,"('36.2375645705596', '128.811743688476')",36.2375645705596,128.811743688476
25,경상북도,구미시,도개면,소,138,경상북도 구미시 도개면,"('36.2995500795305', '128.330803755017')",36.2995500795305,128.330803755017
26,경상북도,울진군,북면,닭,54,경상북도 울진군 북면,"('37.1048544174713', '129.373093753423')",37.1048544174713,129.373093753423
27,충청남도,홍성군,장곡면,염소,18,충청남도 홍성군 장곡면,"('36.5051510383131', '126.69128415169')",36.5051510383131,126.69128415169
28,충청남도,서산시,대산읍,닭,38,충청남도 서산시 대산읍,"('36.9396086255275', '126.434317146792')",36.9396086255275,126.434317146792
29,경상남도,남해군,창선면,닭,37,경상남도 남해군 창선면,"('34.857758551403', '128.012143306032')",34.857758551403,128.012143306032
30,경상북도,포항시 북구,송라면,닭,10,경상북도 포항시 북구 송라면,"('36.2288578954456', '129.357010374999')",36.2288578954456,129.357010374999
31,충청북도,음성군,생극면,토끼,1,충청북도 음성군 생극면,"('37.0345729750972', '127.606825874922')",37.0345729750972,127.606825874922
32,충청남도,부여군,석성면,닭,20,충청남도 부여군 석성면,"('36.2532714867206', '127.002341042089')",36.2532714867206,127.002341042089
33,전라북도,무주군,안성면,염소,21,전라북도 무주군 안성면,"('35.8635049251994', '127.653046687405')",35.8635049251994,127.653046687405
34,충청남도,부여군,부여읍,염소,5,충청남도 부여군 부여읍,"('36.2755701058284', '126.911170936552')",36.2755701058284,126.911170936552
35,충청북도,단양군,대강면,칠면조,1,충청북도 단양군 대강면,"('36.9223282728192', '128.35205813541')",36.9223282728192,128.35205813541
36,경기도,광주시,남종면,닭,4,경기도 광주시 남종면,"('37.494164363366', '127.301699267454')",37.494164363366,127.301699267454
37,세종특별자치시,,전동면,소,112,세종특별자치시 nan 전동면,"(None, None)",,
38,전라남도,함평군,나산면,닭,48,전라남도 함평군 나산면,"('35.1138724299675', '126.609090492463')",35.1138724299675,126.609090492463
39,충청북도,영동군,황간면,꿀벌,7,충청북도 영동군 황간면,"('36.2285137453272', '127.910491165382')",36.2285137453272,127.910491165382
40,전라남도,광양시,진월면,거위,1,전라남도 광양시 진월면,"('34.9784366975963', '127.758117411823')",34.9784366975963,127.758117411823
41,전라남도,보성군,복내면,소,100,전라남도 보성군 복내면,"('34.8930341943614', '127.131250579319')",34.8930341943614,127.131250579319
42,전라북도,남원시,금지면,염소,12,전라북도 남원시 금지면,"('35.3576326002428', '127.303859603117')",35.3576326002428,127.303859603117
43,전라북도,정읍시,태인면,소,104,전라북도 정읍시 태인면,"('35.6505963689292', '126.932535141466')",35.6505963689292,126.932535141466
44,강원도,횡성군,청일면,소,91,강원도 횡성군 청일면,"('37.5837464013969', '128.150414957403')",37.5837464013969,128.150414957403
45,인천광역시,강화군,삼산면,소,6,인천광역시 강화군 삼산면,"('37.7049474265361', '126.32040974097')",37.7049474265361,126.32040974097
46,경기도,안산시 단원구,대부남동,소,6,경기도 안산시 단원구 대부남동,"('37.2298291404634', '126.577969105871')",37.2298291404634,126.577969105871
47,경기도,고양시 덕양구,원당동,소,3,경기도 고양시 덕양구 원당동,"('37.6716845717211', '126.856884767942')",37.6716845717211,126.856884767942
48,인천광역시,강화군,화도면,소,20,인천광역시 강화군 화도면,"('37.6316748413931', '126.419836724037')",37.6316748413931,126.419836724037
49,강원도,화천군,간동면,소,37,강원도 화천군 간동면,"('38.0552638648249', '127.790017389636')",38.0552638648249,127.790017389636
50,전라남도,보성군,득량면,소,147,전라남도 보성군 득량면,"('34.7621865432227', '127.168683118946')",34.7621865432227,127.168683118946
51,경상북도,경산시,남천면,소,111,경상북도 경산시 남천면,"('35.766630031135', '128.726857131324')",35.766630031135,128.726857131324
52,경상남도,함안군,산인면,소,47,경상남도 함안군 산인면,"('35.2792851044274', '128.424298980621')",35.2792851044274,128.424298980621
53,광주광역시,광산구,송학동,소,19,광주광역시 광산구 송학동,"('35.1170228591059', '126.6774529625')",35.1170228591059,126.6774529625
54,경기도,여주시,연라동,소,3,경기도 여주시 연라동,"('37.2593388598247', '127.610698537716')",37.2593388598247,127.610698537716
55,광주광역시,광산구,산수동,소,1,광주광역시 광산구 산수동,"('35.18250599307', '126.746237351834')",35.18250599307,126.746237351834
56,경기도,여주시,우만동,소,4,경기도 여주시 우만동,"('37.2570644792759', '127.677637943879')",37.2570644792759,127.677637943879
57,광주광역시,광산구,산정동,소,1,광주광역시 광산구 산정동,"('35.1706098926033', '126.794749302363')",35.1706098926033,126.794749302363
58,울산광역시,울주군,범서읍,소,108,울산광역시 울주군 범서읍,"('35.5686301683014', '129.23058513398')",35.5686301683014,129.23058513398
59,경기도,안산시 상록구,수암동,소,2,경기도 안산시 상록구 수암동,"('37.3679251374644', '126.884029267782')",37.3679251374644,126.884029267782
60,경기도,하남시,감북동,소,2,경기도 하남시 감북동,"('37.5161996997887', '127.161915937618')",37.5161996997887,127.161915937618
61,경기도,파주시,교하동,소,4,경기도 파주시 교하동,"('37.7521392701942', '126.748059991604')",37.7521392701942,126.748059991604
62,경기도,하남시,상사창동,소,1,경기도 하남시 상사창동,"('37.489726267815', '127.196445848655')",37.489726267815,127.196445848655
63,광주광역시,광산구,등임동,소,6,광주광역시 광산구 등임동,"('35.1830817313495', '126.763494232305')",35.1830817313495,126.763494232305
64,광주광역시,광산구,고룡동,소,4,광주광역시 광산구 고룡동,"('35.2099746803659', '126.774960992391')",35.2099746803659,126.774960992391
65,강원도,강릉시,옥계면,소,20,강원도 강릉시 옥계면,"('37.6126632423991', '129.0379307125')",37.6126632423991,129.0379307125
66,경기도,이천시,고담동,소,2,경기도 이천시 고담동,"('37.2414130497071', '127.459746697645')",37.2414130497071,127.459746697645
67,대구광역시,동구,신무동,소,5,대구광역시 동구 신무동,"('36.0041454039137', '128.672859871167')",36.0041454039137,128.672859871167
68,경기도,화성시,배양동,소,2,경기도 화성시 배양동,"('37.2217002021776', '126.993861586525')",37.2217002021776,126.993861586525
69,경기도,화성시,반정동,소,3,경기도 화성시 반정동,"('37.232099507724', '127.038178781901')",37.232099507724,127.038178781901
70,강원도,동해시,괴란동,소,14,강원도 동해시 괴란동,"('37.5731136560382', '129.061928518249')",37.5731136560382,129.061928518249
71,대구광역시,수성구,삼덕동,소,1,대구광역시 수성구 삼덕동,"('35.8272301190651', '128.673829855948')",35.8272301190651,128.673829855948
72,강원도,강릉시,성산면,소,38,강원도 강릉시 성산면,"('37.7187235115627', '128.832100896917')",37.7187235115627,128.832100896917
73,강원도,홍천군,홍천읍,소,112,강원도 홍천군 홍천읍,"('37.68943404802', '127.884306327398')",37.68943404802,127.884306327398
74,강원도,삼척시,근덕면,소,119,강원도 삼척시 근덕면,"('37.3792784455933', '129.225825562476')",37.3792784455933,129.225825562476
75,강원도,홍천군,두촌면,소,26,강원도 홍천군 두촌면,"('37.8686986720293', '128.018956858672')",37.8686986720293,128.018956858672
76,대구광역시,북구,동변동,소,8,대구광역시 북구 동변동,"('35.9254399903659', '128.608913487224')",35.9254399903659,128.608913487224
77,충청북도,청주시 서원구,남이면,소,65,충청북도 청주시 서원구 남이면,"('36.5606695601304', '127.433608017124')",36.5606695601304,127.433608017124
78,강원도,강릉시,왕산면,소,9,강원도 강릉시 왕산면,"('37.6726837387208', '128.837804434963')",37.6726837387208,128.837804434963
79,강원도,태백시,적각동,소,3,강원도 태백시 적각동,"('37.2232172555692', '128.997371129925')",37.2232172555692,128.997371129925
80,충청북도,청주시 상당구,가덕면,소,96,충청북도 청주시 상당구 가덕면,"('36.5535696977221', '127.548827630272')",36.5535696977221,127.548827630272
81,충청북도,청주시 청원구,내수읍,소,97,충청북도 청주시 청원구 내수읍,"('36.7238965510143', '127.535426755572')",36.7238965510143,127.535426755572
82,충청북도,청주시 청원구,정상동,소,2,충청북도 청주시 청원구 정상동,"('36.682098649814', '127.47252912666')",36.682098649814,127.47252912666
83,충청북도,청주시 흥덕구,신촌동,소,6,충청북도 청주시 흥덕구 신촌동,"('36.6575676137518', '127.382867886674')",36.6575676137518,127.382867886674
84,충청북도,충주시,달천동,소,9,충청북도 충주시 달천동,"('36.9601080580716', '127.903345363646')",36.9601080580716,127.903345363646
85,강원도,속초시,장사동,소,1,강원도 속초시 장사동,"('38.2150019603108', '128.561068221896')",38.2150019603108,128.561068221896
86,충청남도,천안시 동남구,성남면,소,36,충청남도 천안시 동남구 성남면,"('36.7424728898314', '127.236938249312')",36.7424728898314,127.236938249312
87,충청북도,청주시 흥덕구,신대동,소,1,충청북도 청주시 흥덕구 신대동,"('36.6739697334935', '127.40737221083')",36.6739697334935,127.40737221083
88,충청북도,청주시 흥덕구,원평동,소,8,충청북도 청주시 흥덕구 원평동,"('36.6769617329531', '127.439728072592')",36.6769617329531,127.439728072592
89,충청북도,충주시,호암동,소,1,충청북도 충주시 호암동,"('36.9476412616632', '127.93360366927')",36.9476412616632,127.93360366927
90,충청북도,진천군,초평면,소,86,충청북도 진천군 초평면,"('36.8459462418434', '127.526419171153')",36.8459462418434,127.526419171153
91,충청남도,태안군,고남면,소,15,충청남도 태안군 고남면,"('36.4204207894434', '126.409110951842')",36.4204207894434,126.409110951842
92,충청북도,제천시,신월동,소,2,충청북도 제천시 신월동,"('37.1678227590341', '128.192009539979')",37.1678227590341,128.192009539979
93,충청북도,충주시,신니면,소,87,충청북도 충주시 신니면,"('36.995573390012', '127.736394413436')",36.995573390012,127.736394413436
94,전라북도,김제시,신풍동,소,2,전라북도 김제시 신풍동,"('35.7959836968417', '126.897915116825')",35.7959836968417,126.897915116825
95,충청남도,논산시,상월면,소,46,충청남도 논산시 상월면,"('36.2956702968393', '127.141242034906')",36.2956702968393,127.141242034906
96,전라북도,정읍시,교암동,소,13,전라북도 정읍시 교암동,"('35.5262326336483', '126.84377053514')",35.5262326336483,126.84377053514
97,전라북도,고창군,심원면,소,32,전라북도 고창군 심원면,"('35.5242870320373', '126.551072403269')",35.5242870320373,126.551072403269
98,충청남도,아산시,배미동,소,4,충청남도 아산시 배미동,"('36.7915995081232', '126.969538622918')",36.7915995081232,126.969538622918
99,경상북도,경주시,황용동,소,4,경상북도 경주시 황용동,"('35.8290577372087', '129.350067570179')",35.8290577372087,129.350067570179
100,충청남도,논산시,연무읍,소,93,충청남도 논산시 연무읍,"('36.1251549263374', '127.098985768452')",36.1251549263374,127.098985768452
101,충청남도,논산시,채운면,소,22,충청남도 논산시 채운면,"('36.1735383653393', '127.062770561715')",36.1735383653393,127.062770561715
102,충청남도,공주시,계룡면,소,173,충청남도 공주시 계룡면,"('36.3603026160494', '127.141715269337')",36.3603026160494,127.141715269337
103,전라남도,곡성군,겸면,소,63,전라남도 곡성군 겸면,"('35.2556403301121', '127.172455111784')",35.2556403301121,127.172455111784
104,충청남도,논산시,연산면,소,66,충청남도 논산시 연산면,"('36.2134759344637', '127.200569135756')",36.2134759344637,127.200569135756
105,충청남도,공주시,석장리동,소,6,충청남도 공주시 석장리동,"('36.4561819461227', '127.191933201635')",36.4561819461227,127.191933201635
106,충청남도,공주시,소학동,소,8,충청남도 공주시 소학동,"('36.444274402162', '127.150108271246')",36.444274402162,127.150108271246
107,충청남도,서산시,운산면,소,187,충청남도 서산시 운산면,"('36.8107317868596', '126.580652847469')",36.8107317868596,126.580652847469
108,충청북도,음성군,대소면,소,30,충청북도 음성군 대소면,"('36.9719391622429', '127.483299023928')",36.9719391622429,127.483299023928
109,충청남도,서천군,문산면,소,50,충청남도 서천군 문산면,"('36.1423039765944', '126.752159714004')",36.1423039765944,126.752159714004
110,전라남도,구례군,구례읍,소,76,전라남도 구례군 구례읍,"('35.209032060763', '127.46386528999')",35.209032060763,127.46386528999
111,충청남도,당진시,원당동,소,2,충청남도 당진시 원당동,"('36.9105094314147', '126.646326289801')",36.9105094314147,126.646326289801
112,충청남도,당진시,시곡동,소,7,충청남도 당진시 시곡동,"('36.898793742059', '126.673509289214')",36.898793742059,126.673509289214
113,충청남도,서산시,장동,소,3,충청남도 서산시 장동,"('36.7330312024738', '126.47368102978')",36.7330312024738,126.47368102978
114,전라북도,익산시,황등면,소,61,전라북도 익산시 황등면,"('36.0044624885089', '126.945074576014')",36.0044624885089,126.945074576014
115,전라북도,익산시,웅포면,소,58,전라북도 익산시 웅포면,"('36.0644841822015', '126.87693229761')",36.0644841822015,126.87693229761
116,전라북도,군산시,구암동,소,2,전라북도 군산시 구암동,"('35.9858239554885', '126.743991775941')",35.9858239554885,126.743991775941
117,전라북도,전주시 덕진구,도덕동,소,1,전라북도 전주시 덕진구 도덕동,"('35.8926712441902', '127.026870256509')",35.8926712441902,127.026870256509
118,충청북도,음성군,맹동면,소,14,충청북도 음성군 맹동면,"('36.9301828063181', '127.562757789368')",36.9301828063181,127.562757789368
119,전라남도,광양시,황금동,소,2,전라남도 광양시 황금동,"('34.9143952918356', '127.630212485392')",34.9143952918356,127.630212485392
120,전라남도,순천시,황전면,소,195,전라남도 순천시 황전면,"('35.10136595871', '127.427012723378')",35.10136595871,127.427012723378
121,전라북도,임실군,청웅면,소,43,전라북도 임실군 청웅면,"('35.5697707301725', '127.201295236691')",35.5697707301725,127.201295236691
122,전라남도,순천시,송광면,소,18,전라남도 순천시 송광면,"('34.9740808402069', '127.263841176795')",34.9740808402069,127.263841176795
123,경상북도,경주시,동천동,소,4,경상북도 경주시 동천동,"('35.8541641968168', '129.222634662702')",35.8541641968168,129.222634662702
124,전라남도,영광군,백수읍,소,137,전라남도 영광군 백수읍,"('35.2816370979329', '126.420098752733')",35.2816370979329,126.420098752733
125,경상북도,문경시,산북면,소,89,경상북도 문경시 산북면,"('36.6560768205135', '128.259400061843')",36.6560768205135,128.259400061843
126,전라남도,해남군,현산면,소,180,전라남도 해남군 현산면,"('34.4598226731362', '126.553543150428')",34.4598226731362,126.553543150428
127,전라남도,신안군,임자면,소,28,전라남도 신안군 임자면,"('35.0841790513102', '126.111187461859')",35.0841790513102,126.111187461859
128,경상북도,영양군,입암면,소,20,경상북도 영양군 입암면,"('36.5931432595205', '129.090328544709')",36.5931432595205,129.090328544709
129,경상북도,김천시,백옥동,소,19,경상북도 김천시 백옥동,"('36.1071615938115', '128.074542301882')",36.1071615938115,128.074542301882
130,전라북도,김제시,성덕면,소,42,전라북도 김제시 성덕면,"('35.8205360035055', '126.805855161075')",35.8205360035055,126.805855161075
131,경상북도,경산시,와촌면,소,112,경상북도 경산시 와촌면,"('35.9463299059491', '128.836515129986')",35.9463299059491,128.836515129986
132,경상북도,성주군,대가면,소,24,경상북도 성주군 대가면,"('35.9103167169311', '128.228756519904')",35.9103167169311,128.228756519904
133,경상북도,경산시,임당동,소,1,경상북도 경산시 임당동,"('35.8436550205256', '128.744586865656')",35.8436550205256,128.744586865656
134,경상북도,구미시,고아읍,소,253,경상북도 구미시 고아읍,"('36.2108902055955', '128.32856234649')",36.2108902055955,128.32856234649
135,경상북도,청도군,화양읍,소,111,경상북도 청도군 화양읍,"('35.6498410182316', '128.706157411797')",35.6498410182316,128.706157411797
136,경상북도,구미시,옥성면,소,114,경상북도 구미시 옥성면,"('36.2958894886265', '128.278813930207')",36.2958894886265,128.278813930207
137,경상북도,김천시,감천면,소,42,경상북도 김천시 감천면,"('36.0659751435055', '128.125523778735')",36.0659751435055,128.125523778735
138,경상북도,구미시,지산동,소,7,경상북도 구미시 지산동,"('36.1394361756803', '128.345793933095')",36.1394361756803,128.345793933095
139,경상북도,의성군,안사면,소,9,경상북도 의성군 안사면,"('36.4310479878769', '128.461655896191')",36.4310479878769,128.461655896191
140,경상북도,상주시,연원동,소,9,경상북도 상주시 연원동,"('36.4369487129898', '128.128006950993')",36.4369487129898,128.128006950993
141,경상북도,안동시,이천동,소,25,경상북도 안동시 이천동,"('36.6006093172829', '128.715880494102')",36.6006093172829,128.715880494102
142,경상북도,칠곡군,왜관읍,소,16,경상북도 칠곡군 왜관읍,"('35.9890285712881', '128.397709505788')",35.9890285712881,128.397709505788
143,경상북도,상주시,화산동,소,12,경상북도 상주시 화산동,"('36.4336702155622', '128.180773696615')",36.4336702155622,128.180773696615
144,경상북도,고령군,쌍림면,소,114,경상북도 고령군 쌍림면,"('35.6798174672308', '128.241900027501')",35.6798174672308,128.241900027501
145,경상북도,상주시,내서면,소,75,경상북도 상주시 내서면,"('36.4122446503442', '128.067522750071')",36.4122446503442,128.067522750071
146,경상남도,의령군,봉수면,소,89,경상남도 의령군 봉수면,"('35.4723220620881', '128.266199645936')",35.4723220620881,128.266199645936
147,경상북도,봉화군,소천면,소,32,경상북도 봉화군 소천면,"('36.9377096424607', '129.003090907112')",36.9377096424607,129.003090907112
148,제주특별자치도,서귀포시,도순동,소,3,제주특별자치도 서귀포시 도순동,"('33.2929549819585', '126.478818022109')",33.2929549819585,126.478818022109
149,경상남도,거제시,일운면,소,2,경상남도 거제시 일운면,"('34.8296640389976', '128.703143487497')",34.8296640389976,128.703143487497
150,경상남도,거제시,사등면,소,9,경상남도 거제시 사등면,"('34.9189395086407', '128.522276169021')",34.9189395086407,128.522276169021
151,경상남도,창녕군,성산면,소,54,경상남도 창녕군 성산면,"('35.6287249328311', '128.493985843628')",35.6287249328311,128.493985843628
152,경상북도,울진군,평해읍,소,51,경상북도 울진군 평해읍,"('36.7280700465417', '129.441352120016')",36.7280700465417,129.441352120016
153,경상남도,하동군,고전면,소,73,경상남도 하동군 고전면,"('35.0221535536576', '127.817381325201')",35.0221535536576,127.817381325201
154,경상북도,문경시,우지동,소,20,경상북도 문경시 우지동,"('36.6207749706265', '128.196230589172')",36.6207749706265,128.196230589172
155,경상남도,남해군,설천면,소,89,경상남도 남해군 설천면,"('34.9248288886294', '127.914016946112')",34.9248288886294,127.914016946112
156,경상북도,울진군,온정면,소,21,경상북도 울진군 온정면,"('36.7240505902934', '129.345422358429')",36.7240505902934,129.345422358429
157,경상북도,문경시,산양면,소,180,경상북도 문경시 산양면,"('36.6117474414138', '128.258727920561')",36.6117474414138,128.258727920561
158,경상북도,청송군,파천면,소,21,경상북도 청송군 파천면,"('36.4630425402727', '129.037808048945')",36.4630425402727,129.037808048945
159,경상남도,고성군,마암면,소,102,경상남도 고성군 마암면,"('35.0551359849199', '128.336660713505')",35.0551359849199,128.336660713505
160,경상남도,사천시,축동면,소,21,경상남도 사천시 축동면,"('35.1071396668863', '128.088400006387')",35.1071396668863,128.088400006387
161,경상남도,사천시,곤양면,소,157,경상남도 사천시 곤양면,"('35.0575007053419', '127.95963280613')",35.0575007053419,127.95963280613
162,경기도,광주시,초월읍,소,22,경기도 광주시 초월읍,"('37.3852482375457', '127.287960741314')",37.3852482375457,127.287960741314
163,충청남도,공주시,이인면,닭,47,충청남도 공주시 이인면,"('36.3619488068081', '127.06320230995')",36.3619488068081,127.06320230995
164,경상남도,통영시,산양읍,소,4,경상남도 통영시 산양읍,"('34.8035235658677', '128.386233403232')",34.8035235658677,128.386233403232
165,경상남도,김해시,봉황동,소,2,경상남도 김해시 봉황동,"('35.2281213411857', '128.877591918834')",35.2281213411857,128.877591918834
166,경상남도,김해시,구산동,소,1,경상남도 김해시 구산동,"('35.2512435861706', '128.87238159204')",35.2512435861706,128.87238159204
167,인천광역시,남동구,도림동,소,2,인천광역시 남동구 도림동,"('37.4177046735257', '126.728001310114')",37.4177046735257,126.728001310114
168,경상남도,사천시,봉남동,소,3,경상남도 사천시 봉남동,"('34.9455102084218', '128.096873166964')",34.9455102084218,128.096873166964
169,전라남도,완도군,약산면,염소,62,전라남도 완도군 약산면,"('34.3936128447425', '126.898182301264')",34.3936128447425,126.898182301264
170,경상남도,통영시,한산면,소,5,경상남도 통영시 한산면,"('34.7671628765409', '128.507670217862')",34.7671628765409,128.507670217862
171,경상남도,하동군,진교면,기러기,1,경상남도 하동군 진교면,"('35.0304746528244', '127.90091123619')",35.0304746528244,127.90091123619
172,경상북도,영천시,화남면,닭,12,경상북도 영천시 화남면,"('36.0591434522819', '128.889098827875')",36.0591434522819,128.889098827875
173,대전광역시,동구,직동,닭,1,대전광역시 동구 직동,"('36.4192547799407', '127.485725758392')",36.4192547799407,127.485725758392
174,경상남도,남해군,이동면,닭,65,경상남도 남해군 이동면,"('34.7994326707686', '127.954674192293')",34.7994326707686,127.954674192293
175,강원도,횡성군,청일면,닭,56,강원도 횡성군 청일면,"('37.5837464013969', '128.150414957403')",37.5837464013969,128.150414957403
176,전라북도,부안군,변산면,관상조,1,전라북도 부안군 변산면,"('35.6634889289634', '126.528462533107')",35.6634889289634,126.528462533107
177,경상북도,영양군,수비면,염소,9,경상북도 영양군 수비면,"('36.7652253089698', '129.202589910751')",36.7652253089698,129.202589910751
178,충청남도,서산시,장동,염소,3,충청남도 서산시 장동,"('36.7330312024738', '126.47368102978')",36.7330312024738,126.47368102978
179,전라북도,장수군,계북면,돼지,2,전라북도 장수군 계북면,"('35.7855804602892', '127.612536467041')",35.7855804602892,127.612536467041
180,충청남도,공주시,정안면,사슴,2,충청남도 공주시 정안면,"('36.6086932117716', '127.12010407535')",36.6086932117716,127.12010407535
181,충청남도,부여군,규암면,염소,12,충청남도 부여군 규암면,"('36.2752838554004', '126.884170503718')",36.2752838554004,126.884170503718
182,전라남도,보성군,보성읍,닭,18,전라남도 보성군 보성읍,"('34.7685076173872', '127.080131495248')",34.7685076173872,127.080131495248
183,경상북도,상주시,내서면,닭,24,경상북도 상주시 내서면,"('36.4122446503442', '128.067522750071')",36.4122446503442,128.067522750071
184,경상북도,문경시,산양면,염소,14,경상북도 문경시 산양면,"('36.6117474414138', '128.258727920561')",36.6117474414138,128.258727920561
185,경상남도,거제시,일운면,닭,18,경상남도 거제시 일운면,"('34.8296640389976', '128.703143487497')",34.8296640389976,128.703143487497
186,전라남도,함평군,엄다면,염소,13,전라남도 함평군 엄다면,"('35.0103445156602', '126.51592214965')",35.0103445156602,126.51592214965
187,대구광역시,북구,검단동,돼지,2,대구광역시 북구 검단동,"('35.9137608202919', '128.629790623083')",35.9137608202919,128.629790623083
188,경상북도,칠곡군,동명면,염소,9,경상북도 칠곡군 동명면,"('35.9840337863384', '128.553499118489')",35.9840337863384,128.553499118489
189,전라남도,해남군,북일면,염소,2,전라남도 해남군 북일면,"('34.4641605206714', '126.6759884603')",34.4641605206714,126.6759884603
190,대구광역시,북구,관음동,닭,5,대구광역시 북구 관음동,"('35.944243940444', '128.547307377997')",35.944243940444,128.547307377997
191,경상남도,창녕군,길곡면,염소,3,경상남도 창녕군 길곡면,"('35.387025567338', '128.568984801461')",35.387025567338,128.568984801461
192,경상북도,봉화군,재산면,닭,30,경상북도 봉화군 재산면,"('36.8160310431358', '128.961846775524')",36.8160310431358,128.961846775524
193,경상남도,거제시,장목면,오리,1,경상남도 거제시 장목면,"('34.9865258218333', '128.682237779067')",34.9865258218333,128.682237779067
194,서울특별시,서초구,신원동,거위,1,서울특별시 서초구 신원동,"('37.4440189779747', '127.062170998757')",37.4440189779747,127.062170998757
195,서울특별시,서초구,신원동,닭,3,서울특별시 서초구 신원동,"('37.4440189779747', '127.062170998757')",37.4440189779747,127.062170998757
196,경상남도,밀양시,초동면,염소,5,경상남도 밀양시 초동면,"('35.4216281760997', '128.672917247381')",35.4216281760997,128.672917247381
197,전라북도,순창군,유등면,토끼,1,전라북도 순창군 유등면,"('35.3613483074881', '127.187467488683')",35.3613483074881,127.187467488683
198,전라북도,부안군,주산면,염소,7,전라북도 부안군 주산면,"('35.6719030220777', '126.711057952777')",35.6719030220777,126.711057952777
199,강원도,정선군,남면,염소,4,강원도 정선군 남면,"('37.2687852101249', '128.740624296233')",37.2687852101249,128.740624296233
200,충청북도,충주시,산척면,닭,32,충청북도 충주시 산척면,"('37.0816686531557', '127.9559645917')",37.0816686531557,127.9559645917
201,전라남도,순천시,별량면,닭,37,전라남도 순천시 별량면,"('34.8743633055356', '127.451941247841')",34.8743633055356,127.451941247841
202,경기도,하남시,항동,닭,2,경기도 하남시 항동,"('37.502731028315', '127.184365332522')",37.502731028315,127.184365332522
203,전라남도,신안군,지도읍,닭,10,전라남도 신안군 지도읍,"('35.0612854130216', '126.207463639848')",35.0612854130216,126.207463639848
204,충청북도,영동군,용산면,닭,30,충청북도 영동군 용산면,"('36.2596956449873', '127.8294823253')",36.2596956449873,127.8294823253
205,경상남도,합천군,용주면,닭,60,경상남도 합천군 용주면,"('35.5406621839109', '128.11335977268')",35.5406621839109,128.11335977268
206,경상북도,의성군,봉양면,닭,32,경상북도 의성군 봉양면,"('36.3007525533012', '128.576348899729')",36.3007525533012,128.576348899729
