ROW_NUM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO,FARM_LOCPLC
1,경상남도,함양군,병곡면,소,30,경상남도 함양군 병곡면
2,강원도,평창군,봉평면,소,37,강원도 평창군 봉평면
3,전라북도,장수군,장수읍,소,129,전라북도 장수군 장수읍
4,경상북도,영주시,상줄동,소,27,경상북도 영주시 상줄동
5,경상남도,거창군,거창읍,소,155,경상남도 거창군 거창읍
6,경상남도,양산시,동면,소,8,경상남도 양산시 동면
7,경상남도,밀양시,청도면,소,97,경상남도 밀양시 청도면
8,제주특별자치도,제주시,구좌읍,소,84,제주특별자치도 제주시 구좌읍
9,충청남도,부여군,은산면,염소,14,충청남도 부여군 은산면
10,경상남도,거제시,거제면,닭,42,경상남도 거제시 거제면
11,경상남도,사천시,서포면,소,119,경상남도 사천시 서포면
12,경상남도,고성군,개천면,소,60,경상남도 고성군 개천면
13,충청남도,서산시,인지면,소,96,충청남도 서산시 인지면
14,충청남도,예산군,응봉면,소,75,충청남도 예산군 응봉면
15,전라북도,부안군,변산면,소,41,전라북도 부안군 변산면
16,경기도,파주시,적성면,소,103,경기도 파주시 적성면
17,경상북도,경주시,안강읍,염소,10,경상북도 경주시 안강읍
18,경상남도,합천군,초계면,닭,43,경상남도 합천군 초계면
19,전라북도,임실군,성수면,닭,32,전라북도 임실군 성수면
20,전라남도,순천시,외서면,닭,43,전라남도 순천시 외서면
21,경상남도,밀양시,단장면,소,70,경상남도 밀양시 단장면
22,경기도,양평군,단월면,소,67,경기도 양평군 단월면
23,전라북도,정읍시,옹동면,소,104,전라북도 정읍시 옹동면
24,경상북도,의성군,춘산면,소,10,경상북도 의성군 춘산면
25,경상북도,구미시,도개면,소,138,경상북도 구미시 도개면
26,경상북도,울진군,북면,닭,54,경상북도 울진군 북면
27,충청남도,홍성군,장곡면,염소,18,충청남도 홍성군 장곡면
28,충청남도,서산시,대산읍,닭,38,충청남도 서산시 대산읍
29,경상남도,남해군,창선면,닭,37,경상남도 남해군 창선면
30,경상북도,포항시 북구,송라면,닭,10,경상북도 포항시 북구 송라면
31,충청북도,음성군,생극면,토끼,1,충청북도 음성군 생극면
32,충청남도,부여군,석성면,닭,20,충청남도 부여군 석성면
33,전라북도,무주군,안성면,염소,21,전라북도 무주군 안성면
34,충청남도,부여군,부여읍,염소,5,충청남도 부여군 부여읍
35,충청북도,단양군,대강면,칠면조,1,충청북도 단양군 대강면
36,경기도,광주시,남종면,닭,4,경기도 광주시 남종면
37,세종특별자치시,,전동면,소,112,세종특별자치시 nan 전동면
38,전라남도,함평군,나산면,닭,48,전라남도 함평군 나산면
39,충청북도,영동군,황간면,꿀벌,7,충청북도 영동군 황간면
40,전라남도,광양시,진월면,거위,1,전라남도 광양시 진월면
41,전라남도,보성군,복내면,소,100,전라남도 보성군 복내면
42,전라북도,남원시,금지면,염소,12,전라북도 남원시 금지면
43,전라북도,정읍시,태인면,소,104,전라북도 정읍시 태인면
44,강원도,횡성군,청일면,소,91,강원도 횡성군 청일면
45,인천광역시,강화군,삼산면,소,6,인천광역시 강화군 삼산면
46,경기도,안산시 단원구,대부남동,소,6,경기도 안산시 단원구 대부남동
47,경기도,고양시 덕양구,원당동,소,3,경기도 고양시 덕양구 원당동
48,인천광역시,강화군,화도면,소,20,인천광역시 강화군 화도면
49,강원도,화천군,간동면,소,37,강원도 화천군 간동면
50,전라남도,보성군,득량면,소,147,전라남도 보성군 득량면
51,경상북도,경산시,남천면,소,111,경상북도 경산시 남천면
52,경상남도,함안군,산인면,소,47,경상남도 함안군 산인면
53,광주광역시,광산구,송학동,소,19,광주광역시 광산구 송학동
54,경기도,여주시,연라동,소,3,경기도 여주시 연라동
55,광주광역시,광산구,산수동,소,1,광주광역시 광산구 산수동
56,경기도,여주시,우만동,소,4,경기도 여주시 우만동
57,광주광역시,광산구,산정동,소,1,광주광역시 광산구 산정동
58,울산광역시,울주군,범서읍,소,108,울산광역시 울주군 범서읍
59,경기도,안산시 상록구,수암동,소,2,경기도 안산시 상록구 수암동
60,경기도,하남시,감북동,소,2,경기도 하남시 감북동
61,경기도,파주시,교하동,소,4,경기도 파주시 교하동
62,경기도,하남시,상사창동,소,1,경기도 하남시 상사창동
63,광주광역시,광산구,등임동,소,6,광주광역시 광산구 등임동
64,광주광역시,광산구,고룡동,소,4,광주광역시 광산구 고룡동
65,강원도,강릉시,옥계면,소,20,강원도 강릉시 옥계면
66,경기도,이천시,고담동,소,2,경기도 이천시 고담동
67,대구광역시,동구,신무동,소,5,대구광역시 동구 신무동
68,경기도,화성시,배양동,소,2,경기도 화성시 배양동
69,경기도,화성시,반정동,소,3,경기도 화성시 반정동
70,강원도,동해시,괴란동,소,14,강원도 동해시 괴란동
71,대구광역시,수성구,삼덕동,소,1,대구광역시 수성구 삼덕동
72,강원도,강릉시,성산면,소,38,강원도 강릉시 성산면
73,강원도,홍천군,홍천읍,소,112,강원도 홍천군 홍천읍
74,강원도,삼척시,근덕면,소,119,강원도 삼척시 근덕면
75,강원도,홍천군,두촌면,소,26,강원도 홍천군 두촌면
76,대구광역시,북구,동변동,소,8,대구광역시 북구 동변동
77,충청북도,청주시 서원구,남이면,소,65,충청북도 청주시 서원구 남이면
78,강원도,강릉시,왕산면,소,9,강원도 강릉시 왕산면
79,강원도,태백시,적각동,소,3,강원도 태백시 적각동
80,충청북도,청주시 상당구,가덕면,소,96,충청북도 청주시 상당구 가덕면
81,충청북도,청주시 청원구,내수읍,소,97,충청북도 청주시 청원구 내수읍
82,충청북도,청주시 청원구,정상동,소,2,충청북도 청주시 청원구 정상동
83,충청북도,청주시 흥덕구,신촌동,소,6,충청북도 청주시 흥덕구 신촌동
84,충청북도,충주시,달천동,소,9,충청북도 충주시 달천동
85,강원도,속초시,장사동,소,1,강원도 속초시 장사동
86,충청남도,천안시 동남구,성남면,소,36,충청남도 천안시 동남구 성남면
87,충청북도,청주시 흥덕구,신대동,소,1,충청북도 청주시 흥덕구 신대동
88,충청북도,청주시 흥덕구,원평동,소,8,충청북도 청주시 흥덕구 원평동
89,충청북도,충주시,호암동,소,1,충청북도 충주시 호암동
90,충청북도,진천군,초평면,소,86,충청북도 진천군 초평면
91,충청남도,태안군,고남면,소,15,충청남도 태안군 고남면
92,충청북도,제천시,신월동,소,2,충청북도 제천시 신월동
93,충청북도,충주시,신니면,소,87,충청북도 충주시 신니면
94,전라북도,김제시,신풍동,소,2,전라북도 김제시 신풍동
95,충청남도,논산시,상월면,소,46,충청남도 논산시 상월면
96,전라북도,정읍시,교암동,소,13,전라북도 정읍시 교암동
97,전라북도,고창군,심원면,소,32,전라북도 고창군 심원면
98,충청남도,아산시,배미동,소,4,충청남도 아산시 배미동
99,경상북도,경주시,황용동,소,4,경상북도 경주시 황용동
100,충청남도,논산시,연무읍,소,93,충청남도 논산시 연무읍
101,충청남도,논산시,채운면,소,22,충청남도 논산시 채운면
102,충청남도,공주시,계룡면,소,173,충청남도 공주시 계룡면
103,전라남도,곡성군,겸면,소,63,전라남도 곡성군 겸면
104,충청남도,논산시,연산면,소,66,충청남도 논산시 연산면
105,충청남도,공주시,석장리동,소,6,충청남도 공주시 석장리동
106,충청남도,공주시,소학동,소,8,충청남도 공주시 소학동
107,충청남도,서산시,운산면,소,187,충청남도 서산시 운산면
108,충청북도,음성군,대소면,소,30,충청북도 음성군 대소면
109,충청남도,서천군,문산면,소,50,충청남도 서천군 문산면
110,전라남도,구례군,구례읍,소,76,전라남도 구례군 구례읍
111,충청남도,당진시,원당동,소,2,충청남도 당진시 원당동
112,충청남도,당진시,시곡동,소,7,충청남도 당진시 시곡동
113,충청남도,서산시,장동,소,3,충청남도 서산시 장동
114,전라북도,익산시,황등면,소,61,전라북도 익산시 황등면
115,전라북도,익산시,웅포면,소,58,전라북도 익산시 웅포면
116,전라북도,군산시,구암동,소,2,전라북도 군산시 구암동
117,전라북도,전주시 덕진구,도덕동,소,1,전라북도 전주시 덕진구 도덕동
118,충청북도,음성군,맹동면,소,14,충청북도 음성군 맹동면
119,전라남도,광양시,황금동,소,2,전라남도 광양시 황금동
120,전라남도,순천시,황전면,소,195,전라남도 순천시 황전면
121,전라북도,임실군,청웅면,소,43,전라북도 임실군 청웅면
122,전라남도,순천시,송광면,소,18,전라남도 순천시 송광면
123,경상북도,경주시,동천동,소,4,경상북도 경주시 동천동
124,전라남도,영광군,백수읍,소,137,전라남도 영광군 백수읍
125,경상북도,문경시,산북면,소,89,경상북도 문경시 산북면
126,전라남도,해남군,현산면,소,180,전라남도 해남군 현산면
127,전라남도,신안군,임자면,소,28,전라남도 신안군 임자면
128,경상북도,영양군,입암면,소,20,경상북도 영양군 입암면
129,경상북도,김천시,백옥동,소,19,경상북도 김천시 백옥동
130,전라북도,김제시,성덕면,소,42,전라북도 김제시 성덕면
131,경상북도,경산시,와촌면,소,112,경상북도 경산시 와촌면
132,경상북도,성주군,대가면,소,24,경상북도 성주군 대가면
133,경상북도,경산시,임당동,소,1,경상북도 경산시 임당동
134,경상북도,구미시,고아읍,소,253,경상북도 구미시 고아읍
135,경상북도,청도군,화양읍,소,111,경상북도 청도군 화양읍
136,경상북도,구미시,옥성면,소,114,경상북도 구미시 옥성면
137,경상북도,김천시,감천면,소,42,경상북도 김천시 감천면
138,경상북도,구미시,지산동,소,7,경상북도 구미시 지산동
139,경상북도,의성군,안사면,소,9,경상북도 의성군 안사면
140,경상북도,상주시,연원동,소,9,경상북도 상주시 연원동
141,경상북도,안동시,이천동,소,25,경상북도 안동시 이천동
142,경상북도,칠곡군,왜관읍,소,16,경상북도 칠곡군 왜관읍
143,경상북도,상주시,화산동,소,12,경상북도 상주시 화산동
144,경상북도,고령군,쌍림면,소,114,경상북도 고령군 쌍림면
145,경상북도,상주시,내서면,소,75,경상북도 상주시 내서면
146,경상남도,의령군,봉수면,소,89,경상남도 의령군 봉수면
147,경상북도,봉화군,소천면,소,32,경상북도 봉화군 소천면
148,제주특별자치도,서귀포시,도순동,소,3,제주특별자치도 서귀포시 도순동
149,경상남도,거제시,일운면,소,2,경상남도 거제시 일운면
150,경상남도,거제시,사등면,소,9,경상남도 거제시 사등면
151,경상남도,창녕군,성산면,소,54,경상남도 창녕군 성산면
152,경상북도,울진군,평해읍,소,51,경상북도 울진군 평해읍
153,경상남도,하동군,고전면,소,73,경상남도 하동군 고전면
154,경상북도,문경시,우지동,소,20,경상북도 문경시 우지동
155,경상남도,남해군,설천면,소,89,경상남도 남해군 설천면
156,경상북도,울진군,온정면,소,21,경상북도 울진군 온정면
157,경상북도,문경시,산양면,소,180,경상북도 문경시 산양면
158,경상북도,청송군,파천면,소,21,경상북도 청송군 파천면
159,경상남도,고성군,마암면,소,102,경상남도 고성군 마암면
160,경상남도,사천시,축동면,소,21,경상남도 사천시 축동면
161,경상남도,사천시,곤양면,소,157,경상남도 사천시 곤양면
162,경기도,광주시,초월읍,소,22,경기도 광주시 초월읍
163,충청남도,공주시,이인면,닭,47,충청남도 공주시 이인면
164,경상남도,통영시,산양읍,소,4,경상남도 통영시 산양읍
165,경상남도,김해시,봉황동,소,2,경상남도 김해시 봉황동
166,경상남도,김해시,구산동,소,1,경상남도 김해시 구산동
167,인천광역시,남동구,도림동,소,2,인천광역시 남동구 도림동
168,경상남도,사천시,봉남동,소,3,경상남도 사천시 봉남동
169,전라남도,완도군,약산면,염소,62,전라남도 완도군 약산면
170,경상남도,통영시,한산면,소,5,경상남도 통영시 한산면
171,경상남도,하동군,진교면,기러기,1,경상남도 하동군 진교면
172,경상북도,영천시,화남면,닭,12,경상북도 영천시 화남면
173,대전광역시,동구,직동,닭,1,대전광역시 동구 직동
174,경상남도,남해군,이동면,닭,65,경상남도 남해군 이동면
175,강원도,횡성군,청일면,닭,56,강원도 횡성군 청일면
176,전라북도,부안군,변산면,관상조,1,전라북도 부안군 변산면
177,경상북도,영양군,수비면,염소,9,경상북도 영양군 수비면
178,충청남도,서산시,장동,염소,3,충청남도 서산시 장동
179,전라북도,장수군,계북면,돼지,2,전라북도 장수군 계북면
180,충청남도,공주시,정안면,사슴,2,충청남도 공주시 정안면
181,충청남도,부여군,규암면,염소,12,충청남도 부여군 규암면
182,전라남도,보성군,보성읍,닭,18,전라남도 보성군 보성읍
183,경상북도,상주시,내서면,닭,24,경상북도 상주시 내서면
184,경상북도,문경시,산양면,염소,14,경상북도 문경시 산양면
185,경상남도,거제시,일운면,닭,18,경상남도 거제시 일운면
186,전라남도,함평군,엄다면,염소,13,전라남도 함평군 엄다면
187,대구광역시,북구,검단동,돼지,2,대구광역시 북구 검단동
188,경상북도,칠곡군,동명면,염소,9,경상북도 칠곡군 동명면
189,전라남도,해남군,북일면,염소,2,전라남도 해남군 북일면
190,대구광역시,북구,관음동,닭,5,대구광역시 북구 관음동
191,경상남도,창녕군,길곡면,염소,3,경상남도 창녕군 길곡면
192,경상북도,봉화군,재산면,닭,30,경상북도 봉화군 재산면
193,경상남도,거제시,장목면,오리,1,경상남도 거제시 장목면
194,서울특별시,서초구,신원동,거위,1,서울특별시 서초구 신원동
195,서울특별시,서초구,신원동,닭,3,서울특별시 서초구 신원동
196,경상남도,밀양시,초동면,염소,5,경상남도 밀양시 초동면
197,전라북도,순창군,유등면,토끼,1,전라북도 순창군 유등면
198,전라북도,부안군,주산면,염소,7,전라북도 부안군 주산면
199,강원도,정선군,남면,염소,4,강원도 정선군 남면
200,충청북도,충주시,산척면,닭,32,충청북도 충주시 산척면
201,전라남도,순천시,별량면,닭,37,전라남도 순천시 별량면
202,경기도,하남시,항동,닭,2,경기도 하남시 항동
203,전라남도,신안군,지도읍,닭,10,전라남도 신안군 지도읍
204,충청북도,영동군,용산면,닭,30,충청북도 영동군 용산면
205,경상남도,합천군,용주면,닭,60,경상남도 합천군 용주면
206,경상북도,의성군,봉양면,닭,32,경상북도 의성군 봉양면
207,경상북도,봉화군,봉화읍,닭,85,경상북도 봉화군 봉화읍
208,경상북도,상주시,낙동면,닭,37,경상북도 상주시 낙동면
209,경상북도,상주시,개운동,기러기,1,경상북도 상주시 개운동
210,강원도,정선군,화암면,닭,40,강원도 정선군 화암면
211,경기도,이천시,신둔면,사슴,6,경기도 이천시 신둔면
212,충청남도,서산시,팔봉면,닭,43,충청남도 서산시 팔봉면
213,강원도,춘천시,남면,토끼,2,강원도 춘천시 남면
214,충청북도,괴산군,감물면,꿀벌,6,충청북도 괴산군 감물면
215,경상남도,밀양시,산내면,닭,23,경상남도 밀양시 산내면
216,경상남도,합천군,용주면,돼지,1,경상남도 합천군 용주면
217,경상북도,안동시,임동면,돼지,5,경상북도 안동시 임동면
218,전라남도,보성군,미력면,염소,11,전라남도 보성군 미력면
219,경상남도,사천시,곤양면,닭,37,경상남도 사천시 곤양면
220,경상남도,남해군,고현면,염소,65,경상남도 남해군 고현면
221,전라북도,군산시,나포면,염소,3,전라북도 군산시 나포면
222,경상남도,양산시,하북면,염소,5,경상남도 양산시 하북면
223,강원도,평창군,진부면,닭,44,강원도 평창군 진부면
224,경상남도,함안군,칠원읍,염소,4,경상남도 함안군 칠원읍
225,경상북도,청송군,청송읍,관상조,1,경상북도 청송군 청송읍
226,경상북도,구미시,장천면,닭,12,경상북도 구미시 장천면
227,충청북도,충주시,대소원면,염소,26,충청북도 충주시 대소원면
228,충청남도,금산군,부리면,말,1,충청남도 금산군 부리면
229,경기도,평택시,오성면,닭,10,경기도 평택시 오성면
230,전라북도,완주군,동상면,닭,22,전라북도 완주군 동상면
231,충청북도,보은군,탄부면,염소,4,충청북도 보은군 탄부면
232,충청북도,청주시 청원구,북이면,염소,28,충청북도 청주시 청원구 북이면
233,경상남도,진주시,가좌동,닭,5,경상남도 진주시 가좌동
234,전라북도,임실군,삼계면,닭,23,전라북도 임실군 삼계면
235,전라북도,익산시,낭산면,염소,9,전라북도 익산시 낭산면
236,경상북도,문경시,문경읍,관상조,3,경상북도 문경시 문경읍
237,전라남도,여수시,해산동,닭,7,전라남도 여수시 해산동
238,전라남도,강진군,강진읍,닭,20,전라남도 강진군 강진읍
239,강원도,평창군,방림면,닭,37,강원도 평창군 방림면
240,전라남도,강진군,도암면,염소,11,전라남도 강진군 도암면
241,충청남도,홍성군,은하면,사슴,2,충청남도 홍성군 은하면
242,경상남도,거창군,거창읍,닭,69,경상남도 거창군 거창읍
243,경상북도,영천시,청통면,염소,6,경상북도 영천시 청통면
244,전라북도,완주군,고산면,닭,41,전라북도 완주군 고산면
245,경상남도,거창군,고제면,닭,50,경상남도 거창군 고제면
246,충청남도,아산시,신창면,오리,2,충청남도 아산시 신창면
247,경상북도,구미시,옥성면,닭,14,경상북도 구미시 옥성면
248,충청남도,천안시 동남구,수신면,염소,4,충청남도 천안시 동남구 수신면
249,전라남도,영광군,군서면,닭,23,전라남도 영광군 군서면
250,경상남도,창원시 마산합포구,구산면,염소,9,경상남도 창원시 마산합포구 구산면
251,충청북도,충주시,엄정면,토끼,2,충청북도 충주시 엄정면
252,전라남도,완도군,완도읍,사슴,3,전라남도 완도군 완도읍
253,전라남도,완도군,완도읍,염소,15,전라남도 완도군 완도읍
254,경상북도,상주시,화남면,염소,4,경상북도 상주시 화남면
255,경상북도,군위군,효령면,돼지,14,경상북도 군위군 효령면
256,경상북도,영양군,입암면,염소,9,경상북도 영양군 입암면
257,충청남도,예산군,오가면,염소,7,충청남도 예산군 오가면
258,경상남도,합천군,가야면,염소,10,경상남도 합천군 가야면
259,경상남도,남해군,설천면,닭,51,경상남도 남해군 설천면
260,경기도,안성시,보개면,돼지,6,경기도 안성시 보개면
261,경상북도,상주시,외서면,염소,7,경상북도 상주시 외서면
262,충청북도,영동군,황간면,염소,10,충청북도 영동군 황간면
263,경상남도,거제시,장목면,염소,3,경상남도 거제시 장목면
264,대구광역시,수성구,고모동,닭,3,대구광역시 수성구 고모동
265,강원도,춘천시,퇴계동,닭,1,강원도 춘천시 퇴계동
266,충청북도,청주시 청원구,내수읍,염소,19,충청북도 청주시 청원구 내수읍
267,충청북도,음성군,삼성면,돼지,14,충청북도 음성군 삼성면
268,경기도,파주시,광탄면,사슴,6,경기도 파주시 광탄면
269,울산광역시,울주군,서생면,오리,2,울산광역시 울주군 서생면
270,전라남도,장성군,동화면,염소,6,전라남도 장성군 동화면
271,전라북도,완주군,구이면,사슴,2,전라북도 완주군 구이면
272,경상남도,창원시 의창구,소답동,꿀벌,1,경상남도 창원시 의창구 소답동
273,경상남도,남해군,남해읍,오리,2,경상남도 남해군 남해읍
274,경상남도,통영시,광도면,염소,14,경상남도 통영시 광도면
275,강원도,양구군,남면,거위,1,강원도 양구군 남면
276,충청남도,부여군,홍산면,염소,9,충청남도 부여군 홍산면
277,전라남도,여수시,소라면,칠면조,5,전라남도 여수시 소라면
278,경상북도,청도군,청도읍,사슴,1,경상북도 청도군 청도읍
279,경상북도,봉화군,봉화읍,염소,27,경상북도 봉화군 봉화읍
280,강원도,원주시,소초면,사슴,2,강원도 원주시 소초면
281,경상북도,봉화군,석포면,닭,11,경상북도 봉화군 석포면
282,충청북도,제천시,산곡동,염소,7,충청북도 제천시 산곡동
283,충청남도,서천군,마서면,사슴,5,충청남도 서천군 마서면
284,전라남도,고흥군,동강면,염소,13,전라남도 고흥군 동강면
285,전라북도,김제시,금산면,돼지,5,전라북도 김제시 금산면
286,전라남도,보성군,겸백면,염소,13,전라남도 보성군 겸백면
287,경상남도,고성군,구만면,돼지,3,경상남도 고성군 구만면
288,경상북도,구미시,임수동,닭,2,경상북도 구미시 임수동
289,전라남도,장성군,장성읍,칠면조,3,전라남도 장성군 장성읍
290,전라북도,임실군,삼계면,염소,12,전라북도 임실군 삼계면
291,전라북도,임실군,운암면,오리,3,전라북도 임실군 운암면
292,충청북도,충주시,산척면,사슴,1,충청북도 충주시 산척면
293,강원도,횡성군,강림면,칠면조,1,강원도 횡성군 강림면
294,전라남도,해남군,마산면,거위,1,전라남도 해남군 마산면
295,전라남도,진도군,진도읍,오리,1,전라남도 진도군 진도읍
296,전라남도,함평군,나산면,사슴,2,전라남도 함평군 나산면
297,경상남도,함양군,안의면,염소,15,경상남도 함양군 안의면
298,경상북도,포항시 북구,기북면,염소,3,경상북도 포항시 북구 기북면
299,경기도,양평군,지평면,돼지,1,경기도 양평군 지평면
300,대구광역시,동구,사복동,돼지,2,대구광역시 동구 사복동
301,강원도,원주시,호저면,염소,2,강원도 원주시 호저면
302,경상북도,봉화군,상운면,꿩,1,경상북도 봉화군 상운면
303,경상북도,상주시,화북면,칠면조,1,경상북도 상주시 화북면
304,경상북도,포항시 남구,구룡포읍,닭,6,경상북도 포항시 남구 구룡포읍
305,경기도,광명시,노온사동,꿀벌,1,경기도 광명시 노온사동
306,경상북도,의성군,금성면,염소,5,경상북도 의성군 금성면
307,경상남도,합천군,봉산면,돼지,3,경상남도 합천군 봉산면
308,충청북도,단양군,매포읍,염소,25,충청북도 단양군 매포읍
309,경기도,연천군,미산면,닭,17,경기도 연천군 미산면
310,전라북도,고창군,해리면,오리,6,전라북도 고창군 해리면
311,부산광역시,기장군,장안읍,사슴,3,부산광역시 기장군 장안읍
312,경기도,이천시,율면,돼지,6,경기도 이천시 율면
313,전라북도,임실군,청웅면,오리,4,전라북도 임실군 청웅면
314,전라남도,장성군,남면,닭,14,전라남도 장성군 남면
315,충청남도,보령시,주포면,오리,1,충청남도 보령시 주포면
316,충청남도,홍성군,금마면,염소,24,충청남도 홍성군 금마면
317,경상북도,안동시,일직면,염소,10,경상북도 안동시 일직면
318,강원도,홍천군,홍천읍,기러기,2,강원도 홍천군 홍천읍
319,전라남도,여수시,주삼동,닭,8,전라남도 여수시 주삼동
320,경상북도,문경시,마성면,닭,31,경상북도 문경시 마성면
321,전라북도,남원시,주천면,닭,17,전라북도 남원시 주천면
322,전라북도,익산시,용제동,닭,3,전라북도 익산시 용제동
323,강원도,영월군,영월읍,칠면조,2,강원도 영월군 영월읍
324,강원도,원주시,문막읍,염소,8,강원도 원주시 문막읍
325,전라북도,임실군,오수면,칠면조,2,전라북도 임실군 오수면
326,충청북도,단양군,단성면,꿀벌,2,충청북도 단양군 단성면
327,충청남도,논산시,성동면,사슴,1,충청남도 논산시 성동면
328,전라남도,순천시,상사면,칠면조,1,전라남도 순천시 상사면
329,충청남도,논산시,상월면,돼지,5,충청남도 논산시 상월면
330,경상북도,예천군,용문면,돼지,1,경상북도 예천군 용문면
331,강원도,강릉시,내곡동,기러기,2,강원도 강릉시 내곡동
332,충청북도,충주시,수안보면,닭,31,충청북도 충주시 수안보면
333,경상남도,밀양시,상남면,돼지,5,경상남도 밀양시 상남면
334,충청북도,영동군,영동읍,닭,27,충청북도 영동군 영동읍
335,경상북도,안동시,예안면,염소,6,경상북도 안동시 예안면
336,충청남도,공주시,우성면,거위,2,충청남도 공주시 우성면
337,충청북도,괴산군,청안면,염소,23,충청북도 괴산군 청안면
338,전라북도,김제시,청하면,돼지,3,전라북도 김제시 청하면
339,전라북도,익산시,망성면,염소,7,전라북도 익산시 망성면
340,충청북도,증평군,도안면,사슴,6,충청북도 증평군 도안면
341,전라북도,김제시,청하면,거위,2,전라북도 김제시 청하면
342,경상남도,창원시 진해구,청안동,염소,2,경상남도 창원시 진해구 청안동
343,경상북도,예천군,풍양면,돼지,3,경상북도 예천군 풍양면
344,충청남도,당진시,합덕읍,염소,7,충청남도 당진시 합덕읍
345,전라남도,강진군,신전면,염소,5,전라남도 강진군 신전면
346,충청남도,홍성군,장곡면,사슴,3,충청남도 홍성군 장곡면
347,강원도,화천군,화천읍,오리,5,강원도 화천군 화천읍
348,제주특별자치도,제주시,아라이동,염소,1,제주특별자치도 제주시 아라이동
349,충청남도,예산군,대술면,오리,2,충청남도 예산군 대술면
350,전라남도,나주시,다시면,염소,4,전라남도 나주시 다시면
351,경상북도,영덕군,강구면,오리,1,경상북도 영덕군 강구면
352,강원도,철원군,갈말읍,닭,21,강원도 철원군 갈말읍
353,경상남도,의령군,정곡면,염소,6,경상남도 의령군 정곡면
354,강원도,홍천군,서면,꿩,2,강원도 홍천군 서면
355,부산광역시,금정구,금성동,염소,3,부산광역시 금정구 금성동
356,경상북도,김천시,지례면,염소,11,경상북도 김천시 지례면
357,전라북도,진안군,백운면,기러기,2,전라북도 진안군 백운면
358,제주특별자치도,서귀포시,토평동,꿀벌,12,제주특별자치도 서귀포시 토평동
359,경기도,파주시,법원읍,닭,5,경기도 파주시 법원읍
360,전라북도,무주군,부남면,염소,10,전라북도 무주군 부남면
361,충청북도,영동군,영동읍,오리,2,충청북도 영동군 영동읍
362,대전광역시,동구,효평동,거위,1,대전광역시 동구 효평동
363,충청북도,청주시 상당구,미원면,사슴,3,충청북도 청주시 상당구 미원면
364,경상북도,안동시,노하동,닭,3,경상북도 안동시 노하동
365,제주특별자치도,제주시,용담이동,꿀벌,8,제주특별자치도 제주시 용담이동
366,경기도,양주시,광적면,돼지,8,경기도 양주시 광적면
367,충청북도,영동군,용화면,꿀벌,8,충청북도 영동군 용화면
368,대전광역시,대덕구,평촌동,염소,2,대전광역시 대덕구 평촌동
369,경상북도,영주시,고현동,닭,3,경상북도 영주시 고현동
370,전라남도,곡성군,목사동면,기러기,1,전라남도 곡성군 목사동면
371,충청남도,부여군,부여읍,사슴,7,충청남도 부여군 부여읍
372,전라북도,익산시,여산면,거위,2,전라북도 익산시 여산면
373,충청북도,충주시,금가면,사슴,2,충청북도 충주시 금가면
374,경상북도,상주시,화서면,닭,18,경상북도 상주시 화서면
375,충청북도,충주시,안림동,꿀벌,2,충청북도 충주시 안림동
376,전라남도,보성군,득량면,염소,31,전라남도 보성군 득량면
377,경기도,평택시,오성면,돼지,5,경기도 평택시 오성면
378,충청남도,예산군,대술면,염소,6,충청남도 예산군 대술면
379,충청남도,공주시,신풍면,염소,4,충청남도 공주시 신풍면
380,충청남도,금산군,남이면,관상조,1,충청남도 금산군 남이면
381,경상북도,문경시,농암면,사슴,2,경상북도 문경시 농암면
382,대전광역시,서구,용촌동,염소,1,대전광역시 서구 용촌동
383,강원도,횡성군,우천면,돼지,3,강원도 횡성군 우천면
384,경상남도,창녕군,계성면,닭,20,경상남도 창녕군 계성면
385,경상남도,양산시,주남동,닭,2,경상남도 양산시 주남동
386,대구광역시,달성군,구지면,닭,19,대구광역시 달성군 구지면
387,대구광역시,동구,신용동,칠면조,1,대구광역시 동구 신용동
388,충청남도,홍성군,결성면,말,1,충청남도 홍성군 결성면
389,전라남도,곡성군,옥과면,사슴,1,전라남도 곡성군 옥과면
390,경기도,의왕시,고천동,닭,3,경기도 의왕시 고천동
391,충청남도,보령시,천북면,거위,5,충청남도 보령시 천북면
392,경기도,김포시,하성면,염소,3,경기도 김포시 하성면
393,충청북도,음성군,대소면,돼지,4,충청북도 음성군 대소면
394,전라북도,남원시,산동면,거위,1,전라북도 남원시 산동면
395,충청북도,청주시 서원구,현도면,염소,2,충청북도 청주시 서원구 현도면
396,강원도,홍천군,남면,오리,3,강원도 홍천군 남면
397,경상북도,예천군,효자면,염소,9,경상북도 예천군 효자면
398,전라남도,목포시,달동,돼지,1,전라남도 목포시 달동
399,강원도,철원군,김화읍,돼지,5,강원도 철원군 김화읍
400,경상북도,포항시 북구,흥해읍,칠면조,2,경상북도 포항시 북구 흥해읍
401,전라남도,곡성군,삼기면,오리,3,전라남도 곡성군 삼기면
402,울산광역시,울주군,두서면,기러기,5,울산광역시 울주군 두서면
403,경상남도,양산시,상북면,꿀벌,2,경상남도 양산시 상북면
404,충청북도,제천시,강제동,닭,2,충청북도 제천시 강제동
405,전라북도,익산시,삼기면,칠면조,1,전라북도 익산시 삼기면
406,전라북도,익산시,삼기면,관상조,2,전라북도 익산시 삼기면
407,경상북도,문경시,산양면,칠면조,1,경상북도 문경시 산양면
