ROW_NUM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO,FARM_LOCPLC
2035,전라남도,강진군,칠량면,닭,23,전라남도 강진군 칠량면
2036,경상북도,예천군,풍양면,닭,90,경상북도 예천군 풍양면
2037,경상남도,양산시,원동면,돼지,14,경상남도 양산시 원동면
2038,경상남도,함양군,지곡면,닭,38,경상남도 함양군 지곡면
2039,경상남도,김해시,응달동,닭,2,경상남도 김해시 응달동
2040,경상북도,청도군,청도읍,닭,18,경상북도 청도군 청도읍
2041,전라북도,임실군,지사면,염소,8,전라북도 임실군 지사면
2042,전라북도,정읍시,옹동면,염소,8,전라북도 정읍시 옹동면
2043,충청남도,서산시,인지면,염소,17,충청남도 서산시 인지면
2044,충청남도,서산시,운산면,돼지,6,충청남도 서산시 운산면
2045,충청북도,청주시 흥덕구,신촌동,닭,3,충청북도 청주시 흥덕구 신촌동
2046,전라남도,강진군,군동면,염소,19,전라남도 강진군 군동면
2047,전라남도,여수시,돌산읍,닭,20,전라남도 여수시 돌산읍
2048,충청북도,보은군,수한면,닭,21,충청북도 보은군 수한면
2049,전라북도,익산시,왕궁면,염소,8,전라북도 익산시 왕궁면
2050,충청남도,서천군,화양면,염소,6,충청남도 서천군 화양면
2051,경상남도,고성군,대가면,거위,2,경상남도 고성군 대가면
2052,경상남도,남해군,삼동면,염소,68,경상남도 남해군 삼동면
2053,전라남도,해남군,옥천면,사슴,2,전라남도 해남군 옥천면
2054,경상남도,함양군,수동면,염소,21,경상남도 함양군 수동면
2055,전라북도,정읍시,신태인읍,닭,20,전라북도 정읍시 신태인읍
2056,경상북도,상주시,중동면,닭,22,경상북도 상주시 중동면
2057,경상북도,성주군,벽진면,염소,11,경상북도 성주군 벽진면
2058,전라북도,부안군,줄포면,오리,13,전라북도 부안군 줄포면
2059,충청남도,보령시,성주면,닭,16,충청남도 보령시 성주면
2060,경상북도,고령군,덕곡면,닭,12,경상북도 고령군 덕곡면
2061,충청북도,옥천군,옥천읍,닭,42,충청북도 옥천군 옥천읍
2062,경상남도,함안군,칠서면,닭,15,경상남도 함안군 칠서면
2063,강원도,영월군,중동면,염소,3,강원도 영월군 중동면
2064,울산광역시,울주군,두동면,염소,18,울산광역시 울주군 두동면
2065,경상남도,거창군,위천면,돼지,4,경상남도 거창군 위천면
2066,경기도,용인시 처인구,모현면,돼지,1,경기도 용인시 처인구 모현면
2067,전라북도,군산시,임피면,닭,45,전라북도 군산시 임피면
2068,경상남도,거창군,남하면,염소,4,경상남도 거창군 남하면
2069,충청남도,공주시,정안면,닭,56,충청남도 공주시 정안면
2070,강원도,인제군,인제읍,닭,24,강원도 인제군 인제읍
2071,전라북도,김제시,연정동,닭,3,전라북도 김제시 연정동
2072,충청북도,제천시,흑석동,닭,15,충청북도 제천시 흑석동
2073,전라북도,순창군,인계면,닭,10,전라북도 순창군 인계면
2074,전라남도,해남군,해남읍,염소,3,전라남도 해남군 해남읍
2075,전라남도,함평군,해보면,염소,24,전라남도 함평군 해보면
2076,경상남도,사천시,봉남동,닭,2,경상남도 사천시 봉남동
2077,경상남도,고성군,대가면,오리,1,경상남도 고성군 대가면
2078,전라남도,영암군,서호면,닭,6,전라남도 영암군 서호면
2079,충청북도,보은군,수한면,오리,1,충청북도 보은군 수한면
2080,강원도,고성군,죽왕면,염소,4,강원도 고성군 죽왕면
2081,경상북도,상주시,은척면,염소,11,경상북도 상주시 은척면
2082,충청북도,보은군,마로면,닭,21,충청북도 보은군 마로면
2083,경상남도,밀양시,청도면,염소,17,경상남도 밀양시 청도면
2084,경기도,용인시 처인구,남사면,닭,9,경기도 용인시 처인구 남사면
2085,전라북도,정읍시,이평면,염소,13,전라북도 정읍시 이평면
2086,경상북도,문경시,가은읍,거위,3,경상북도 문경시 가은읍
2087,충청북도,보은군,보은읍,꿀벌,12,충청북도 보은군 보은읍
2088,충청남도,태안군,근흥면,닭,16,충청남도 태안군 근흥면
2089,충청남도,공주시,동현동,닭,4,충청남도 공주시 동현동
2090,강원도,철원군,동송읍,돼지,17,강원도 철원군 동송읍
2091,충청북도,제천시,청풍면,꿀벌,4,충청북도 제천시 청풍면
2092,강원도,평창군,평창읍,거위,8,강원도 평창군 평창읍
2093,강원도,평창군,평창읍,염소,24,강원도 평창군 평창읍
2094,충청남도,공주시,의당면,닭,35,충청남도 공주시 의당면
2095,경상북도,예천군,호명면,닭,48,경상북도 예천군 호명면
2096,전라남도,나주시,공산면,염소,5,전라남도 나주시 공산면
2097,경상북도,청송군,청송읍,닭,5,경상북도 청송군 청송읍
2098,경상북도,영덕군,병곡면,닭,27,경상북도 영덕군 병곡면
2099,경상북도,경주시,외동읍,돼지,14,경상북도 경주시 외동읍
2100,충청북도,옥천군,안내면,염소,15,충청북도 옥천군 안내면
2101,전라북도,무주군,무주읍,오리,3,전라북도 무주군 무주읍
2102,충청북도,제천시,송학면,닭,78,충청북도 제천시 송학면
2103,경상북도,안동시,남후면,닭,12,경상북도 안동시 남후면
2104,대구광역시,북구,연경동,닭,4,대구광역시 북구 연경동
2105,강원도,춘천시,서면,염소,11,강원도 춘천시 서면
2106,강원도,원주시,귀래면,닭,18,강원도 원주시 귀래면
2107,경상남도,진주시,이반성면,꿀벌,1,경상남도 진주시 이반성면
2108,경상남도,의령군,대의면,닭,16,경상남도 의령군 대의면
2109,경상남도,산청군,생초면,염소,6,경상남도 산청군 생초면
2110,충청북도,청주시 흥덕구,강서동,닭,4,충청북도 청주시 흥덕구 강서동
2111,경상남도,거제시,덕포동,닭,8,경상남도 거제시 덕포동
2112,충청북도,괴산군,감물면,칠면조,1,충청북도 괴산군 감물면
2113,충청북도,청원군,남이면,염소,3,충청북도 청원군 남이면
2114,울산광역시,울주군,범서읍,염소,16,울산광역시 울주군 범서읍
2115,충청남도,아산시,도고면,사슴,3,충청남도 아산시 도고면
2116,전라남도,영광군,영광읍,닭,23,전라남도 영광군 영광읍
2117,충청남도,보령시,주교면,염소,24,충청남도 보령시 주교면
2118,충청남도,보령시,주교면,칠면조,2,충청남도 보령시 주교면
2119,강원도,춘천시,동면,염소,6,강원도 춘천시 동면
2120,강원도,원주시,지정면,돼지,8,강원도 원주시 지정면
2121,전라남도,진도군,고군면,돼지,1,전라남도 진도군 고군면
2122,경기도,화성시,봉담읍,닭,9,경기도 화성시 봉담읍
2123,부산광역시,강서구,대저2동,칠면조,1,부산광역시 강서구 대저2동
2124,전라남도,고흥군,점암면,염소,3,전라남도 고흥군 점암면
2125,충청북도,음성군,원남면,사슴,2,충청북도 음성군 원남면
2126,충청남도,천안시 서북구,성거읍,닭,4,충청남도 천안시 서북구 성거읍
2127,충청북도,단양군,단양읍,염소,6,충청북도 단양군 단양읍
2128,충청남도,보령시,동대동,닭,3,충청남도 보령시 동대동
2129,경상북도,김천시,봉산면,염소,6,경상북도 김천시 봉산면
2130,전라남도,광양시,중군동,닭,4,전라남도 광양시 중군동
2131,전라북도,고창군,무장면,돼지,3,전라북도 고창군 무장면
2132,충청남도,서천군,화양면,사슴,2,충청남도 서천군 화양면
2133,경기도,안성시,양성면,사슴,1,경기도 안성시 양성면
2134,경상북도,영천시,임고면,염소,9,경상북도 영천시 임고면
2135,전라북도,김제시,죽산면,사슴,10,전라북도 김제시 죽산면
2136,전라남도,담양군,대덕면,염소,15,전라남도 담양군 대덕면
2137,충청북도,충주시,노은면,사슴,3,충청북도 충주시 노은면
2138,경상북도,김천시,대항면,닭,13,경상북도 김천시 대항면
2139,경상북도,울진군,북면,칠면조,3,경상북도 울진군 북면
2140,전라남도,함평군,함평읍,닭,50,전라남도 함평군 함평읍
2141,전라남도,순천시,해룡면,거위,1,전라남도 순천시 해룡면
2142,경상남도,창녕군,이방면,돼지,2,경상남도 창녕군 이방면
2143,경상남도,거제시,동부면,사슴,4,경상남도 거제시 동부면
2144,경기도,용인시 처인구,백암면,염소,6,경기도 용인시 처인구 백암면
2145,경상남도,의령군,정곡면,닭,26,경상남도 의령군 정곡면
2146,전라남도,보성군,벌교읍,거위,4,전라남도 보성군 벌교읍
2147,충청북도,청원군,내수읍,염소,7,충청북도 청원군 내수읍
2148,경상북도,문경시,산북면,닭,82,경상북도 문경시 산북면
2149,경기도,평택시,팽성읍,돼지,5,경기도 평택시 팽성읍
2150,경기도,양주시,봉양동,닭,7,경기도 양주시 봉양동
2151,경상남도,의령군,지정면,염소,6,경상남도 의령군 지정면
2152,강원도,홍천군,내촌면,거위,6,강원도 홍천군 내촌면
2153,충청북도,충주시,금가면,닭,42,충청북도 충주시 금가면
2154,충청남도,아산시,신창면,염소,11,충청남도 아산시 신창면
2155,경상북도,포항시 남구,연일읍,관상조,1,경상북도 포항시 남구 연일읍
2156,충청남도,천안시 동남구,다가동,관상조,1,충청남도 천안시 동남구 다가동
2157,경상남도,남해군,이동면,거위,2,경상남도 남해군 이동면
2158,충청북도,제천시,청풍면,닭,46,충청북도 제천시 청풍면
2159,경기도,이천시,호법면,말,1,경기도 이천시 호법면
2160,충청북도,청주시 상당구,남일면,꿀벌,4,충청북도 청주시 상당구 남일면
2161,전라남도,해남군,마산면,돼지,6,전라남도 해남군 마산면
2162,경기도,양주시,옥정동,닭,1,경기도 양주시 옥정동
2163,전라북도,완주군,구이면,염소,4,전라북도 완주군 구이면
2164,전라북도,순창군,풍산면,닭,32,전라북도 순창군 풍산면
2165,충청남도,보령시,웅천읍,닭,40,충청남도 보령시 웅천읍
2166,전라남도,나주시,다도면,닭,8,전라남도 나주시 다도면
2167,전라남도,담양군,월산면,염소,5,전라남도 담양군 월산면
2168,전라북도,완주군,운주면,돼지,1,전라북도 완주군 운주면
2169,경상북도,문경시,호계면,염소,11,경상북도 문경시 호계면
2170,전라남도,곡성군,고달면,염소,19,전라남도 곡성군 고달면
2171,경기도,여주시,가업동,돼지,1,경기도 여주시 가업동
2172,울산광역시,남구,여천동,닭,3,울산광역시 남구 여천동
2173,충청남도,보령시,천북면,닭,54,충청남도 보령시 천북면
2174,충청북도,보은군,회인면,꿀벌,18,충청북도 보은군 회인면
2175,울산광역시,북구,무룡동,닭,5,울산광역시 북구 무룡동
2176,울산광역시,북구,무룡동,염소,3,울산광역시 북구 무룡동
2177,경기도,양평군,청운면,꿀벌,6,경기도 양평군 청운면
2178,경기도,광주시,곤지암읍,사슴,5,경기도 광주시 곤지암읍
2179,경기도,양평군,단월면,꿀벌,1,경기도 양평군 단월면
2180,충청남도,부여군,장암면,염소,2,충청남도 부여군 장암면
2181,울산광역시,울주군,두서면,거위,6,울산광역시 울주군 두서면
2182,전라북도,진안군,성수면,산양,1,전라북도 진안군 성수면
2183,경상남도,사천시,정동면,염소,30,경상남도 사천시 정동면
2184,경기도,포천시,창수면,닭,15,경기도 포천시 창수면
2185,전라북도,정읍시,정우면,돼지,5,전라북도 정읍시 정우면
2186,전라남도,나주시,다시면,기러기,1,전라남도 나주시 다시면
2187,경기도,고양시 덕양구,행주외동,돼지,2,경기도 고양시 덕양구 행주외동
2188,경상남도,산청군,삼장면,닭,24,경상남도 산청군 삼장면
2189,전라북도,장수군,천천면,염소,14,전라북도 장수군 천천면
2190,전라남도,강진군,병영면,사슴,3,전라남도 강진군 병영면
2191,경상남도,거제시,하청면,사슴,3,경상남도 거제시 하청면
2192,전라북도,군산시,성산면,닭,17,전라북도 군산시 성산면
2193,강원도,횡성군,안흥면,염소,4,강원도 횡성군 안흥면
2194,강원도,양구군,동면,닭,9,강원도 양구군 동면
2195,대전광역시,동구,효평동,닭,16,대전광역시 동구 효평동
2196,충청남도,보령시,남포면,칠면조,1,충청남도 보령시 남포면
2197,경상북도,울릉군,울릉읍,염소,2,경상북도 울릉군 울릉읍
2198,충청남도,보령시,청소면,닭,50,충청남도 보령시 청소면
2199,경상북도,의성군,의성읍,염소,8,경상북도 의성군 의성읍
2200,강원도,양구군,동면,산양,2,강원도 양구군 동면
2201,경상남도,함안군,군북면,기러기,1,경상남도 함안군 군북면
2202,인천광역시,강화군,삼산면,토끼,1,인천광역시 강화군 삼산면
2203,세종특별자치시,,금남면,개,2,세종특별자치시 nan 금남면
2204,세종특별자치시,,금남면,토끼,3,세종특별자치시 nan 금남면
2205,경상남도,진주시,일반성면,사슴,1,경상남도 진주시 일반성면
2206,충청남도,금산군,복수면,염소,7,충청남도 금산군 복수면
2207,전라남도,보성군,복내면,꿀벌,1,전라남도 보성군 복내면
2208,경상북도,성주군,월항면,돼지,6,경상북도 성주군 월항면
2209,전라남도,여수시,소라면,염소,31,전라남도 여수시 소라면
2210,충청남도,부여군,옥산면,닭,19,충청남도 부여군 옥산면
2211,전라남도,영광군,영광읍,염소,10,전라남도 영광군 영광읍
2212,경상북도,성주군,수륜면,닭,17,경상북도 성주군 수륜면
2213,경기도,안성시,금광면,닭,6,경기도 안성시 금광면
2214,전라북도,임실군,지사면,돼지,2,전라북도 임실군 지사면
2215,강원도,평창군,진부면,염소,9,강원도 평창군 진부면
2216,강원도,춘천시,신동,사슴,1,강원도 춘천시 신동
2217,충청남도,공주시,우성면,돼지,11,충청남도 공주시 우성면
2218,전라남도,나주시,산포면,닭,2,전라남도 나주시 산포면
2219,경상남도,김해시,명법동,닭,2,경상남도 김해시 명법동
2220,충청북도,음성군,음성읍,토끼,4,충청북도 음성군 음성읍
2221,경상남도,고성군,구만면,칠면조,1,경상남도 고성군 구만면
2222,전라북도,고창군,부안면,오리,2,전라북도 고창군 부안면
2223,전라남도,무안군,현경면,오리,12,전라남도 무안군 현경면
2224,경상남도,거제시,거제면,기러기,1,경상남도 거제시 거제면
2225,충청북도,단양군,어상천면,칠면조,3,충청북도 단양군 어상천면
2226,전라남도,강진군,성전면,염소,11,전라남도 강진군 성전면
2227,충청남도,공주시,소학동,닭,1,충청남도 공주시 소학동
2228,충청남도,홍성군,구항면,돼지,15,충청남도 홍성군 구항면
2229,경상남도,하동군,청암면,염소,11,경상남도 하동군 청암면
2230,경상남도,함안군,칠원읍,돼지,5,경상남도 함안군 칠원읍
2231,경상남도,산청군,금서면,염소,4,경상남도 산청군 금서면
2232,경상남도,진주시,일반성면,염소,4,경상남도 진주시 일반성면
2233,충청남도,부여군,양화면,돼지,5,충청남도 부여군 양화면
2234,충청남도,당진시,정미면,염소,11,충청남도 당진시 정미면
2235,경기도,평택시,청북읍,염소,6,경기도 평택시 청북읍
2236,경상북도,예천군,지보면,오리,1,경상북도 예천군 지보면
2237,경상북도,예천군,지보면,염소,14,경상북도 예천군 지보면
2238,경기도,김포시,통진읍,닭,11,경기도 김포시 통진읍
2239,경기도,김포시,대곶면,메추리,3,경기도 김포시 대곶면
2240,경기도,고양시 덕양구,내곡동,닭,4,경기도 고양시 덕양구 내곡동
2241,충청남도,태안군,남면,닭,14,충청남도 태안군 남면
2242,경기도,고양시 덕양구,내곡동,토끼,1,경기도 고양시 덕양구 내곡동
2243,전라북도,익산시,오산면,돼지,2,전라북도 익산시 오산면
2244,충청남도,금산군,제원면,산양,2,충청남도 금산군 제원면
2245,경상북도,안동시,북후면,오리,1,경상북도 안동시 북후면
2246,충청남도,계룡시,엄사면,닭,7,충청남도 계룡시 엄사면
2247,충청북도,보은군,탄부면,거위,1,충청북도 보은군 탄부면
2248,전라북도,익산시,여산면,닭,19,전라북도 익산시 여산면
2249,전라북도,완주군,운주면,칠면조,1,전라북도 완주군 운주면
2250,경기도,평택시,고덕면,돼지,6,경기도 평택시 고덕면
2251,강원도,춘천시,동산면,돼지,6,강원도 춘천시 동산면
2252,제주특별자치도,서귀포시,남원읍,닭,7,제주특별자치도 서귀포시 남원읍
2253,전라남도,담양군,대덕면,오리,2,전라남도 담양군 대덕면
2254,충청북도,청주시 서원구,현도면,꿀벌,5,충청북도 청주시 서원구 현도면
2255,전라남도,담양군,대덕면,닭,10,전라남도 담양군 대덕면
2256,제주특별자치도,서귀포시,대포동,말,9,제주특별자치도 서귀포시 대포동
2257,경상남도,하동군,하동읍,닭,11,경상남도 하동군 하동읍
2258,전라북도,정읍시,정우면,닭,15,전라북도 정읍시 정우면
2259,대구광역시,동구,사복동,오리,1,대구광역시 동구 사복동
2260,충청북도,제천시,동현동,닭,1,충청북도 제천시 동현동
2261,전라북도,익산시,춘포면,닭,15,전라북도 익산시 춘포면
2262,강원도,원주시,호저면,거위,2,강원도 원주시 호저면
2263,경상북도,경주시,감포읍,염소,3,경상북도 경주시 감포읍
2264,충청남도,태안군,안면읍,염소,14,충청남도 태안군 안면읍
2265,제주특별자치도,서귀포시,대포동,돼지,4,제주특별자치도 서귀포시 대포동
2266,경상북도,예천군,용궁면,염소,5,경상북도 예천군 용궁면
2267,충청남도,보령시,죽정동,닭,2,충청남도 보령시 죽정동
2268,충청북도,충주시,앙성면,꿀벌,13,충청북도 충주시 앙성면
2269,충청남도,보령시,미산면,닭,36,충청남도 보령시 미산면
2270,경상남도,김해시,한림면,염소,21,경상남도 김해시 한림면
2271,전라남도,고흥군,풍양면,돼지,1,전라남도 고흥군 풍양면
2272,충청북도,괴산군,문광면,염소,8,충청북도 괴산군 문광면
2273,경상북도,경산시,남천면,돼지,2,경상북도 경산시 남천면
2274,경상북도,상주시,헌신동,닭,3,경상북도 상주시 헌신동
2275,경상남도,의령군,낙서면,닭,11,경상남도 의령군 낙서면
2276,경상북도,군위군,의흥면,기러기,1,경상북도 군위군 의흥면
2277,충청북도,옥천군,청성면,꿀벌,19,충청북도 옥천군 청성면
2278,경상남도,진주시,문산읍,염소,1,경상남도 진주시 문산읍
2279,경상북도,상주시,모동면,돼지,1,경상북도 상주시 모동면
2280,충청북도,충주시,신니면,꿀벌,6,충청북도 충주시 신니면
2281,경상북도,경주시,덕동,염소,3,경상북도 경주시 덕동
2282,경상북도,칠곡군,가산면,돼지,1,경상북도 칠곡군 가산면
2283,경상북도,칠곡군,가산면,닭,12,경상북도 칠곡군 가산면
2284,강원도,정선군,화암면,염소,5,강원도 정선군 화암면
2285,대전광역시,유성구,둔곡동,닭,2,대전광역시 유성구 둔곡동
2286,강원도,강릉시,박월동,닭,2,강원도 강릉시 박월동
2287,강원도,평창군,미탄면,오리,2,강원도 평창군 미탄면
2288,충청남도,보령시,주산면,염소,15,충청남도 보령시 주산면
2289,경상남도,김해시,상동면,염소,4,경상남도 김해시 상동면
2290,충청북도,단양군,대강면,토끼,1,충청북도 단양군 대강면
2291,경상북도,의성군,단북면,돼지,2,경상북도 의성군 단북면
2292,충청북도,영동군,매곡면,염소,1,충청북도 영동군 매곡면
2293,경기도,화성시,송산면,사슴,1,경기도 화성시 송산면
2294,경기도,여주시,연라동,돼지,1,경기도 여주시 연라동
2295,경상남도,산청군,신등면,돼지,5,경상남도 산청군 신등면
2296,전라북도,군산시,개정면,염소,7,전라북도 군산시 개정면
2297,경상남도,창원시 진해구,용원동,닭,3,경상남도 창원시 진해구 용원동
2298,대구광역시,달성군,다사읍,닭,12,대구광역시 달성군 다사읍
2299,울산광역시,북구,양정동,기러기,1,울산광역시 북구 양정동
2300,전라남도,장성군,황룡면,닭,26,전라남도 장성군 황룡면
2301,충청남도,천안시 동남구,병천면,돼지,16,충청남도 천안시 동남구 병천면
2302,경상남도,진주시,명석면,염소,14,경상남도 진주시 명석면
2303,전라남도,순천시,야흥동,닭,1,전라남도 순천시 야흥동
2304,경상북도,영덕군,달산면,오리,1,경상북도 영덕군 달산면
2305,전라남도,광양시,진상면,닭,37,전라남도 광양시 진상면
2306,충청북도,청주시 상당구,석교동,닭,11,충청북도 청주시 상당구 석교동
2307,전라남도,담양군,금성면,닭,9,전라남도 담양군 금성면
2308,충청북도,청원군,북이면,닭,7,충청북도 청원군 북이면
2309,경상북도,영덕군,강구면,닭,13,경상북도 영덕군 강구면
2310,충청남도,예산군,신양면,염소,8,충청남도 예산군 신양면
2311,경기도,포천시,이동면,닭,5,경기도 포천시 이동면
2312,경상남도,합천군,쌍책면,염소,5,경상남도 합천군 쌍책면
2313,충청북도,보은군,회인면,닭,19,충청북도 보은군 회인면
2314,제주특별자치도,제주시,화북이동,닭,1,제주특별자치도 제주시 화북이동
2315,경상남도,김해시,대동면,오리,2,경상남도 김해시 대동면
2316,강원도,강릉시,내곡동,닭,6,강원도 강릉시 내곡동
2317,충청남도,공주시,정안면,돼지,11,충청남도 공주시 정안면
2318,경상북도,김천시,감문면,닭,18,경상북도 김천시 감문면
2319,경상남도,창원시 의창구,명곡동,닭,2,경상남도 창원시 의창구 명곡동
2320,경상북도,김천시,봉산면,닭,9,경상북도 김천시 봉산면
2321,충청남도,부여군,양화면,염소,7,충청남도 부여군 양화면
2322,전라남도,화순군,도곡면,닭,8,전라남도 화순군 도곡면
2323,경상북도,경산시,와촌면,염소,5,경상북도 경산시 와촌면
2324,충청북도,청주시 청원구,주중동,닭,8,충청북도 청주시 청원구 주중동
2325,충청남도,태안군,이원면,염소,5,충청남도 태안군 이원면
2326,경상북도,의성군,단밀면,염소,5,경상북도 의성군 단밀면
2327,전라남도,무안군,현경면,염소,9,전라남도 무안군 현경면
2328,전라남도,영암군,덕진면,오리,6,전라남도 영암군 덕진면
2329,전라남도,함평군,함평읍,돼지,15,전라남도 함평군 함평읍
2330,경상북도,의성군,금성면,닭,10,경상북도 의성군 금성면
2331,대전광역시,동구,상소동,닭,2,대전광역시 동구 상소동
2332,경상북도,안동시,남선면,염소,8,경상북도 안동시 남선면
2333,경상남도,함양군,서상면,염소,5,경상남도 함양군 서상면
2334,충청남도,예산군,덕산면,닭,26,충청남도 예산군 덕산면
2335,전라북도,익산시,삼기면,닭,16,전라북도 익산시 삼기면
2336,경상남도,사천시,향촌동,닭,2,경상남도 사천시 향촌동
2337,충청북도,음성군,대소면,토끼,2,충청북도 음성군 대소면
2338,대구광역시,동구,중대동,닭,4,대구광역시 동구 중대동
2339,전라남도,장흥군,유치면,돼지,1,전라남도 장흥군 유치면
2340,충청남도,태안군,고남면,닭,17,충청남도 태안군 고남면
2341,충청남도,천안시 동남구,동면,돼지,13,충청남도 천안시 동남구 동면
2342,인천광역시,강화군,송해면,사슴,1,인천광역시 강화군 송해면
2343,경상북도,성주군,선남면,돼지,7,경상북도 성주군 선남면
2344,경상북도,울진군,울진읍,오리,1,경상북도 울진군 울진읍
2345,전라남도,담양군,봉산면,닭,9,전라남도 담양군 봉산면
2346,충청남도,청양군,정산면,돼지,4,충청남도 청양군 정산면
2347,강원도,영월군,남면,사슴,1,강원도 영월군 남면
2348,전라북도,고창군,신림면,오리,2,전라북도 고창군 신림면
2349,충청남도,공주시,무릉동,닭,8,충청남도 공주시 무릉동
2350,대구광역시,동구,백안동,닭,4,대구광역시 동구 백안동
2351,대전광역시,유성구,성북동,닭,7,대전광역시 유성구 성북동
2352,전라남도,담양군,고서면,닭,7,전라남도 담양군 고서면
2353,경상남도,창녕군,유어면,닭,20,경상남도 창녕군 유어면
2354,충청북도,충주시,살미면,닭,30,충청북도 충주시 살미면
2355,제주특별자치도,제주시,조천읍,사슴,7,제주특별자치도 제주시 조천읍
2356,제주특별자치도,제주시,한림읍,꿀벌,8,제주특별자치도 제주시 한림읍
2357,충청북도,영동군,상촌면,염소,6,충청북도 영동군 상촌면
2358,충청북도,괴산군,청안면,닭,20,충청북도 괴산군 청안면
2359,충청북도,괴산군,청안면,사슴,4,충청북도 괴산군 청안면
2360,경상남도,산청군,산청읍,돼지,5,경상남도 산청군 산청읍
2361,경상북도,영천시,고경면,염소,9,경상북도 영천시 고경면
2362,경기도,파주시,파평면,돼지,17,경기도 파주시 파평면
2363,경상북도,문경시,산북면,염소,23,경상북도 문경시 산북면
2364,경상북도,포항시 남구,장기면,닭,7,경상북도 포항시 남구 장기면
2365,전라남도,순천시,교량동,닭,1,전라남도 순천시 교량동
2366,전라남도,영광군,염산면,돼지,3,전라남도 영광군 염산면
2367,전라남도,고흥군,도화면,염소,9,전라남도 고흥군 도화면
2368,강원도,정선군,정선읍,염소,16,강원도 정선군 정선읍
2369,전라북도,고창군,성내면,닭,16,전라북도 고창군 성내면
2370,강원도,영월군,무릉도원면,칠면조,1,강원도 영월군 무릉도원면
2371,경상북도,경주시,외동읍,메추리,1,경상북도 경주시 외동읍
2372,경상북도,의성군,다인면,꿩,1,경상북도 의성군 다인면
2373,경상북도,의성군,다인면,사슴,2,경상북도 의성군 다인면
2374,경기도,고양시 덕양구,관산동,관상조,1,경기도 고양시 덕양구 관산동
2375,강원도,동해시,망상동,닭,7,강원도 동해시 망상동
2376,충청북도,제천시,대랑동,염소,4,충청북도 제천시 대랑동
2377,경상북도,경주시,산내면,사슴,3,경상북도 경주시 산내면
2378,경상북도,경주시,내남면,기러기,1,경상북도 경주시 내남면
2379,충청북도,진천군,백곡면,토끼,4,충청북도 진천군 백곡면
2380,전라남도,장성군,남면,기러기,2,전라남도 장성군 남면
2381,전라남도,강진군,대구면,염소,9,전라남도 강진군 대구면
2382,경기도,안성시,당왕동,염소,1,경기도 안성시 당왕동
2383,강원도,삼척시,원덕읍,염소,3,강원도 삼척시 원덕읍
2384,충청남도,태안군,안면읍,사슴,2,충청남도 태안군 안면읍
2385,충청북도,음성군,맹동면,말,3,충청북도 음성군 맹동면
2386,경기도,여주시,금사면,닭,3,경기도 여주시 금사면
2387,강원도,홍천군,화촌면,염소,10,강원도 홍천군 화촌면
2388,인천광역시,강화군,양도면,닭,10,인천광역시 강화군 양도면
2389,경상남도,김해시,진례면,염소,5,경상남도 김해시 진례면
2390,경상남도,합천군,묘산면,관상조,1,경상남도 합천군 묘산면
2391,경상북도,상주시,거동동,염소,1,경상북도 상주시 거동동
2392,전라북도,진안군,동향면,염소,11,전라북도 진안군 동향면
2393,경상북도,안동시,길안면,꿩,1,경상북도 안동시 길안면
2394,전라남도,함평군,나산면,돼지,3,전라남도 함평군 나산면
2395,전라남도,나주시,용산동,닭,2,전라남도 나주시 용산동
2396,전라남도,나주시,보산동,닭,1,전라남도 나주시 보산동
2397,경상북도,울진군,울진읍,칠면조,1,경상북도 울진군 울진읍
2398,경상북도,경산시,용성면,꿩,13,경상북도 경산시 용성면
2399,충청남도,공주시,계룡면,꿀벌,2,충청남도 공주시 계룡면
2400,광주광역시,남구,원산동,기러기,2,광주광역시 남구 원산동
2401,강원도,홍천군,동면,사슴,3,강원도 홍천군 동면
2402,충청남도,서산시,운산면,오리,4,충청남도 서산시 운산면
2403,경상남도,고성군,영오면,관상조,2,경상남도 고성군 영오면
2404,충청남도,천안시 동남구,성남면,염소,8,충청남도 천안시 동남구 성남면
2405,경상북도,성주군,초전면,염소,9,경상북도 성주군 초전면
2406,전라남도,나주시,봉황면,오리,1,전라남도 나주시 봉황면
2407,전라남도,장성군,서삼면,돼지,2,전라남도 장성군 서삼면
2408,경상남도,거제시,거제면,칠면조,2,경상남도 거제시 거제면
2409,경상북도,예천군,용문면,기러기,2,경상북도 예천군 용문면
2410,경기도,포천시,이동면,돼지,15,경기도 포천시 이동면
2411,전라북도,진안군,마령면,돼지,10,전라북도 진안군 마령면
2412,전라남도,함평군,엄다면,기러기,1,전라남도 함평군 엄다면
2413,전라남도,곡성군,오산면,사슴,4,전라남도 곡성군 오산면
2414,전라남도,나주시,금천면,사슴,2,전라남도 나주시 금천면
2415,울산광역시,남구,상개동,닭,3,울산광역시 남구 상개동
2416,전라남도,고흥군,남양면,염소,11,전라남도 고흥군 남양면
2417,전라북도,남원시,송동면,오리,4,전라북도 남원시 송동면
2418,충청남도,금산군,복수면,사슴,3,충청남도 금산군 복수면
2419,경기도,김포시,월곶면,닭,10,경기도 김포시 월곶면
2420,경기도,의왕시,내손동,닭,4,경기도 의왕시 내손동
2421,경상북도,봉화군,봉성면,오리,7,경상북도 봉화군 봉성면
2422,충청남도,보령시,신흑동,닭,4,충청남도 보령시 신흑동
2423,경상북도,문경시,산양면,꿀벌,1,경상북도 문경시 산양면
