ROW_NUM,FARM_DISEASE_NM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO
4533,구제역,경기도,평택시,도일동,소,241
4534,구제역,광주광역시,서구,용두동,소,0
4535,구제역,충청남도,당진시,사기소동,소,120
4536,구제역,인천광역시,옹진군,북도면,소,0
4537,구제역,경기도,용인시 기흥구,보라동,소,2
4538,고병원성조류인플루엔자,충청남도,보령시,동대동,닭,4129
4539,고병원성조류인플루엔자,충청남도,당진시,행정동,닭,1267
4540,고병원성조류인플루엔자,전라남도,순천시,승주읍,거위,1137
4541,고병원성조류인플루엔자,전라남도,순천시,승주읍,오리,101
4542,구제역,광주광역시,광산구,삼거동,소,118
4543,구제역,인천광역시,서구,금곡동,소,154
4544,구제역,경기도,시흥시,정왕동,소,3
4545,구제역,경기도,파주시,신촌동,소,0
4546,고병원성조류인플루엔자,충청남도,보령시,주포면,칠면조,0
4547,구제역,강원도,동해시,쇄운동,염소,389
4548,구제역,대전광역시,대덕구,이현동,소,0
4549,구제역,대전광역시,대덕구,장동,소,52
4550,구제역,경기도,포천시,어룡동,소,542
4551,구제역,인천광역시,강화군,화도면,사슴,0
4552,,전라북도,임실군,지사면,토끼,77
4553,,경상남도,남해군,남면,토끼,0
4554,고병원성조류인플루엔자,인천광역시,계양구,동양동,꿩,700
4555,구제역,충청북도,충주시,풍동,소,45
4556,고병원성조류인플루엔자,울산광역시,중구,우정동,거위,4
4557,고병원성조류인플루엔자,세종특별자치시,,부강면,거위,5
4558,고병원성조류인플루엔자,경상남도,함양군,백전면,오리,197
4559,,충청북도,단양군,대강면,토끼,54
4560,구제역,대구광역시,동구,중대동,소,23
4561,구제역,전라남도,담양군,용면,소,2719
4562,구제역,전라남도,여수시,안산동,소,2
4563,구제역,전라북도,진안군,백운면,소,677
4564,고병원성조류인플루엔자,전라남도,완도군,군외면,거위,23
4565,고병원성조류인플루엔자,전라남도,완도군,군외면,오리,87
4566,구제역,경기도,연천군,장남면,소,213
4567,고병원성조류인플루엔자,전라남도,강진군,성전면,꿩,410
4568,고병원성조류인플루엔자,경상남도,하동군,고전면,칠면조,79
4569,구제역,전라남도,화순군,능주면,소,830
4570,구제역,충청북도,영동군,추풍령면,소,722
4571,,전라북도,임실군,지사면,말,23
4572,구제역,경상북도,경주시,보문동,소,153
4573,구제역,경상북도,경주시,배반동,소,75
4574,구제역,광주광역시,북구,용강동,소,0
4575,구제역,울산광역시,북구,매곡동,소,31
4576,고병원성조류인플루엔자,경상북도,예천군,상리면,닭,9
4577,구제역,경상북도,상주시,지천동,소,131
4578,고병원성조류인플루엔자,전라북도,정읍시,정우면,꿩,0
4579,구제역,전라남도,해남군,산이면,돼지,148112
4580,구제역,대구광역시,동구,상매동,소,106
4581,구제역,대구광역시,동구,대림동,소,0
4582,구제역,대구광역시,동구,능성동,소,67
4583,구제역,전라북도,전주시 완산구,중인동,소,3
4584,구제역,전라북도,정읍시,하모동,소,97
4585,구제역,전라북도,정읍시,금붕동,소,81
4586,구제역,경기도,화성시,안녕동,소,78
4587,구제역,전라북도,김제시,하동,소,41
4588,구제역,경상북도,경주시,천군동,소,255
4589,구제역,충청남도,아산시,방축동,소,107
4590,구제역,경기도,수원시 권선구,당수동,소,97
4591,구제역,부산광역시,강서구,녹산동,소,0
4592,구제역,충청북도,제천시,장락동,소,164
4593,구제역,경상북도,경주시,효현동,소,85
4594,구제역,전라북도,익산시,영등동,소,80
4595,구제역,전라북도,익산시,석왕동,소,0
4596,구제역,전라남도,신안군,비금면,소,441
4597,구제역,전라북도,전주시 덕진구,우아동3가,소,0
4598,구제역,전라남도,완도군,보길면,소,21
4599,구제역,전라남도,나주시,용산동,소,48
4600,구제역,전라남도,광양시,다압면,소,270
4601,구제역,충청남도,공주시,무릉동,소,21
4602,구제역,전라남도,완도군,소안면,소,25
4603,구제역,충청남도,부여군,양화면,소,701
4604,구제역,충청남도,논산시,강경읍,소,156
4605,구제역,충청남도,서산시,수석동,소,375
4606,구제역,충청남도,서산시,팔봉면,소,1922
4607,구제역,전라남도,나주시,대기동,소,169
4608,구제역,전라남도,나주시,산포면,소,631
4609,구제역,전라북도,완주군,운주면,소,75
4610,구제역,전라남도,여수시,오천동,소,3
4611,구제역,전라남도,목포시,달동,소,201
4612,구제역,전라남도,영광군,낙월면,소,212
4613,구제역,경상북도,김천시,지좌동,소,57
4614,구제역,전라남도,나주시,부덕동,소,33
4615,구제역,전라북도,완주군,상관면,소,355
4616,구제역,경상북도,상주시,신봉동,소,132
4617,구제역,경상북도,상주시,부원동,소,9
4618,구제역,경상북도,상주시,거동동,소,63
4619,구제역,경상북도,영천시,범어동,소,271
4620,구제역,경상북도,영천시,매산동,소,7
4621,구제역,경상북도,영천시,대전동,소,140
4622,구제역,강원도,강릉시,대전동,소,31
4623,구제역,전라남도,순천시,와룡동,소,0
4624,구제역,경상북도,경산시,내동,소,274
4625,구제역,경상북도,경산시,여천동,소,346
4626,구제역,경상북도,봉화군,석포면,소,117
4627,구제역,경상남도,고성군,하일면,소,226
4628,구제역,경상남도,진주시,내동면,소,65
4629,구제역,경상남도,함안군,대산면,소,2144
4630,구제역,경상북도,영주시,적서동,소,0
4631,구제역,경상북도,안동시,성곡동,소,130
4632,구제역,경상남도,창녕군,도천면,소,1651
4633,구제역,대구광역시,북구,동호동,소,13
4634,구제역,경기도,수원시 권선구,탑동,소,0
4635,구제역,경상남도,창원시 진해구,대죽동,소,0
4636,구제역,경상남도,하동군,화개면,소,22
4637,구제역,강원도,동해시,묵호진동,소,0
4638,구제역,경상북도,구미시,선기동,소,5
4639,구제역,경상북도,구미시,오태동,소,1
4640,구제역,강원도,강릉시,강동면,사슴,199
4641,고병원성조류인플루엔자,충청북도,충주시,엄정면,오리,46
4642,고병원성조류인플루엔자,강원도,원주시,명륜동,거위,3
4643,구제역,경상북도,의성군,봉양면,사슴,0
4644,구제역,경상남도,함안군,가야읍,사슴,500
4645,고병원성조류인플루엔자,충청남도,금산군,남이면,오리,0
4646,구제역,전라남도,고흥군,남양면,염소,2043
4647,구제역,전라북도,익산시,오산면,돼지,314899
4648,고병원성조류인플루엔자,전라북도,고창군,고수면,칠면조,3
4649,구제역,제주특별자치도,서귀포시,대포동,돼지,378210
4650,구제역,제주특별자치도,서귀포시,색달동,돼지,82773
4651,고병원성조류인플루엔자,전라북도,장수군,장수읍,꿩,258
4652,고병원성조류인플루엔자,전라북도,남원시,이백면,오리,293
4653,구제역,경상남도,통영시,도천동,소,1
4654,구제역,경상남도,김해시,흥동,소,86
4655,구제역,경기도,포천시,군내면,염소,652
4656,고병원성조류인플루엔자,경상북도,봉화군,봉성면,오리,600384
4657,구제역,강원도,영월군,무릉도원면,돼지,12989
4658,구제역,경상남도,하동군,적량면,돼지,348619
4659,,경상북도,포항시 북구,신광면,꿀벌,1466
4660,고병원성조류인플루엔자,경기도,연천군,중면,닭,1376
4661,구제역,경상남도,거제시,동부면,돼지,133369
4662,구제역,경상남도,사천시,노룡동,소,18
4663,구제역,경상북도,영주시,풍기읍,돼지,240892
4664,구제역,충청북도,단양군,어상천면,돼지,464405
4665,구제역,경기도,이천시,설성면,사슴,434
4666,구제역,경상남도,산청군,산청읍,돼지,714280
4667,구제역,경상남도,김해시,무계동,소,20
4668,,경기도,남양주시,조안면,토끼,336
4669,,전라남도,보성군,복내면,꿀벌,2904
4670,구제역,전라남도,진도군,고군면,돼지,735714
4671,고병원성조류인플루엔자,경기도,연천군,군남면,오리,1
4672,구제역,충청북도,음성군,음성읍,사슴,37
4673,구제역,경기도,평택시,진위면,돼지,53122
4674,고병원성조류인플루엔자,경기도,화성시,팔탄면,오리,167
4675,구제역,경기도,가평군,가평읍,돼지,215975
4676,구제역,충청북도,충주시,대소원면,사슴,86
4677,구제역,경상남도,산청군,시천면,사슴,1034
4678,구제역,경기도,안양시 만안구,박달동,소,64
4679,구제역,경상북도,경주시,덕동,염소,301
4680,고병원성조류인플루엔자,전라남도,광양시,도이동,닭,262
4681,구제역,전라남도,곡성군,겸면,돼지,494596
4682,구제역,경상북도,성주군,선남면,돼지,1917655
4683,구제역,전라남도,영광군,염산면,돼지,363648
4684,구제역,전라남도,담양군,금성면,돼지,953169
4685,구제역,경상남도,산청군,삼장면,사슴,183
4686,구제역,경상북도,경주시,탑동,염소,12
4687,구제역,경상남도,함양군,수동면,사슴,39
4688,구제역,경상북도,성주군,월항면,돼지,1312201
4689,고병원성조류인플루엔자,전라북도,임실군,강진면,거위,142
4690,,전라남도,무안군,해제면,꿀벌,5
4691,구제역,경상북도,경주시,감포읍,염소,201
4692,구제역,경상북도,봉화군,봉화읍,사슴,81
4693,구제역,인천광역시,서구,검암동,소,0
4694,고병원성조류인플루엔자,전라북도,무주군,무주읍,오리,122059
4695,고병원성조류인플루엔자,전라북도,고창군,부안면,오리,362100
4696,고병원성조류인플루엔자,경상북도,포항시 남구,호미곶면,칠면조,62
4697,,울산광역시,중구,다운동,토끼,42
4698,고병원성조류인플루엔자,전라북도,정읍시,상평동,거위,33
4699,구제역,충청남도,공주시,반포면,돼지,67749
4700,고병원성조류인플루엔자,강원도,평창군,미탄면,오리,328
4701,,충청북도,제천시,송학면,타조,0
4702,고병원성조류인플루엔자,전라북도,부안군,백산면,칠면조,2
4703,구제역,충청남도,보령시,천북면,산양,19
4704,구제역,경상남도,양산시,주진동,돼지,720
4705,고병원성조류인플루엔자,강원도,원주시,문막읍,칠면조,45
4706,고병원성조류인플루엔자,경상북도,문경시,영순면,꿩,3
4707,구제역,경기도,안성시,양성면,사슴,124
4708,,충청남도,서천군,문산면,당나귀,0
4709,구제역,경상북도,성주군,대가면,면양,3
4710,구제역,대구광역시,수성구,이천동,염소,398
4711,구제역,대전광역시,유성구,방동,돼지,3
4712,고병원성조류인플루엔자,전라북도,전주시 덕진구,금상동,닭,2455
4713,구제역,전라남도,화순군,이양면,돼지,182927
4714,고병원성조류인플루엔자,울산광역시,남구,여천동,닭,3400
4715,고병원성조류인플루엔자,경기도,군포시,대야미동,칠면조,0
4716,고병원성조류인플루엔자,경기도,남양주시,진건읍,오리,0
4717,,제주특별자치도,제주시,이도이동,꿀벌,2300
4718,구제역,전라남도,해남군,송지면,돼지,15808
4719,구제역,전라남도,해남군,화원면,사슴,5
4720,구제역,전라남도,순천시,대룡동,사슴,0
4721,구제역,강원도,춘천시,북산면,돼지,0
4722,구제역,충청북도,제천시,금성면,사슴,227
4723,,경상남도,남해군,이동면,꿀벌,571
4724,구제역,전라남도,나주시,왕곡면,사슴,96
4725,,세종특별자치시,,금남면,토끼,986
4726,구제역,대전광역시,대덕구,장동,염소,70
4727,구제역,경기도,고양시 덕양구,행주외동,돼지,17071
4728,고병원성조류인플루엔자,전라남도,광양시,광양읍,오리,51
4729,고병원성조류인플루엔자,강원도,철원군,김화읍,오리,64
4730,고병원성조류인플루엔자,전라북도,정읍시,신태인읍,칠면조,0
4731,,전라남도,순천시,월등면,꿀벌,416
4732,고병원성조류인플루엔자,전라북도,순창군,복흥면,칠면조,14
4733,고병원성조류인플루엔자,전라북도,진안군,부귀면,칠면조,2382
4734,고병원성조류인플루엔자,경상남도,산청군,시천면,오리,20
4735,,경기도,평택시,포승읍,말,267
4736,고병원성조류인플루엔자,경상남도,남해군,남해읍,거위,85
4737,고병원성조류인플루엔자,전라북도,김제시,만경읍,오리,58200
4738,고병원성조류인플루엔자,전라북도,김제시,만경읍,칠면조,0
4739,구제역,경상북도,봉화군,소천면,돼지,5637
4740,고병원성조류인플루엔자,충청남도,예산군,예산읍,거위,1
4741,구제역,경상북도,봉화군,춘양면,돼지,69
4742,구제역,전라남도,신안군,증도면,돼지,0
4743,구제역,경기도,고양시 일산서구,구산동,사슴,0
4744,고병원성조류인플루엔자,경상남도,남해군,삼동면,거위,3
4745,구제역,강원도,홍천군,내촌면,돼지,78766
4746,고병원성조류인플루엔자,강원도,홍천군,내촌면,거위,20
4747,고병원성조류인플루엔자,대구광역시,달서구,월암동,닭,2
4748,구제역,경상남도,산청군,신안면,사슴,38
4749,구제역,경상북도,의성군,사곡면,염소,1248
4750,고병원성조류인플루엔자,경상남도,거제시,둔덕면,칠면조,62
4751,구제역,경기도,의정부시,자일동,염소,496
4752,구제역,경기도,가평군,상면,사슴,1498
4753,고병원성조류인플루엔자,경기도,화성시,향남읍,꿩,0
4754,구제역,충청북도,청원군,문의면,염소,37
4755,구제역,전라남도,함평군,나산면,돼지,335375
4756,구제역,경상북도,상주시,죽전동,돼지,119318
4757,고병원성조류인플루엔자,전라남도,나주시,운곡동,거위,4
4758,구제역,전라남도,장흥군,유치면,돼지,3
4759,구제역,충청남도,보령시,천북면,사슴,276
4760,구제역,전라북도,고창군,상하면,염소,253
4761,고병원성조류인플루엔자,부산광역시,강서구,동선동,거위,76
4762,고병원성조류인플루엔자,부산광역시,강서구,동선동,오리,187
4763,,경상북도,의성군,다인면,꿀벌,2000608
4764,구제역,전라남도,화순군,도곡면,돼지,0
4765,고병원성조류인플루엔자,전라북도,부안군,동진면,오리,1723940
4766,구제역,충청북도,청주시 청원구,주중동,염소,84
4767,고병원성조류인플루엔자,경상북도,포항시 남구,동해면,꿩,88
4768,고병원성조류인플루엔자,경상북도,문경시,호계면,칠면조,1
4769,고병원성조류인플루엔자,전라북도,김제시,황산동,닭,4512
4770,고병원성조류인플루엔자,경상남도,통영시,미수동,오리,5
4771,구제역,경상남도,함양군,마천면,염소,1626
4772,고병원성조류인플루엔자,경상북도,청송군,현서면,칠면조,5
4773,고병원성조류인플루엔자,충청북도,충주시,가금면,거위,2
4774,구제역,충청남도,아산시,송악면,산양,52
4775,,경상북도,의성군,구천면,꿀벌,1167
4776,고병원성조류인플루엔자,충청북도,단양군,단성면,거위,14
4777,,충청북도,단양군,단성면,타조,1
4778,구제역,경상북도,안동시,일직면,사슴,230
4779,고병원성조류인플루엔자,전라북도,김제시,황산면,칠면조,1
4780,구제역,경상북도,영양군,영양읍,돼지,26
4781,고병원성조류인플루엔자,전라남도,고흥군,동강면,오리,1941186
4782,구제역,경기도,용인시 처인구,모현면,돼지,35000
4783,고병원성조류인플루엔자,충청북도,충주시,노은면,오리,7
4784,구제역,경상남도,거제시,하청면,사슴,1900
4785,구제역,전라남도,강진군,도암면,사슴,0
4786,,경기도,화성시,향남읍,말,90
4787,구제역,경상북도,영양군,영양읍,산양,613
4788,구제역,경상북도,상주시,화산동,돼지,72792
4789,고병원성조류인플루엔자,전라남도,장흥군,용산면,칠면조,2
4790,고병원성조류인플루엔자,전라남도,순천시,안풍동,닭,720
4791,구제역,전라북도,진안군,부귀면,돼지,70
4792,고병원성조류인플루엔자,광주광역시,광산구,하산동,거위,2
4793,구제역,전라남도,강진군,병영면,사슴,47
4794,구제역,충청북도,제천시,천남동,사슴,1
4795,구제역,전라남도,나주시,봉황면,사슴,502
4796,구제역,전라남도,무안군,청계면,사슴,0
4797,구제역,경기도,광주시,곤지암읍,사슴,514
4798,구제역,전라남도,해남군,옥천면,사슴,25
4799,구제역,전라남도,고흥군,점암면,염소,3596
4800,구제역,경상남도,창녕군,도천면,돼지,183
4801,,경상북도,영천시,도동,꿀벌,2720
4802,고병원성조류인플루엔자,전라남도,나주시,안창동,닭,796
4803,고병원성조류인플루엔자,전라북도,군산시,성산면,오리,105
4804,고병원성조류인플루엔자,전라북도,익산시,인화동2가,오리,0
4805,,경상남도,밀양시,산외면,당나귀,0
4806,구제역,경상남도,창녕군,이방면,돼지,120401
4807,고병원성조류인플루엔자,경상북도,울진군,원남면,닭,0
4808,구제역,강원도,철원군,철원읍,사슴,39
4809,구제역,충청남도,논산시,강경읍,사슴,160
4810,구제역,경기도,안산시 단원구,선부동,사슴,0
4811,고병원성조류인플루엔자,경상북도,의성군,의성읍,오리,23
4812,고병원성조류인플루엔자,경상북도,문경시,가은읍,거위,14
4813,구제역,경상북도,고령군,쌍림면,사슴,721
4814,고병원성조류인플루엔자,전라남도,여수시,광무동,닭,345
4815,구제역,경상남도,하동군,청암면,사슴,328
4816,구제역,경상남도,하동군,청암면,돼지,0
4817,구제역,충청남도,청양군,정산면,돼지,98091
4818,구제역,강원도,화천군,간동면,돼지,201227
4819,구제역,전라남도,장성군,진원면,면양,3
4820,고병원성조류인플루엔자,세종특별자치시,,연기면,칠면조,115
4821,구제역,대전광역시,유성구,용계동,사슴,23
4822,구제역,충청북도,충주시,노은면,사슴,200
4823,구제역,경기도,연천군,미산면,사슴,752
4824,고병원성조류인플루엔자,인천광역시,옹진군,대청면,오리,0
4825,,경상북도,경주시,동방동,꿀벌,204
4826,,경기도,부천시,옥길동,토끼,25
4827,고병원성조류인플루엔자,경기도,부천시,옥길동,오리,73
4828,고병원성조류인플루엔자,경기도,연천군,왕징면,오리,0
4829,고병원성조류인플루엔자,전라북도,진안군,성수면,거위,48
4830,고병원성조류인플루엔자,경기도,오산시,내삼미동,닭,56
4831,고병원성조류인플루엔자,울산광역시,울주군,삼남면,오리,130
4832,고병원성조류인플루엔자,경상북도,경주시,암곡동,거위,47
4833,구제역,충청남도,보령시,남포면,사슴,24
4834,,대전광역시,유성구,화암동,토끼,30
4835,고병원성조류인플루엔자,강원도,양양군,양양읍,오리,247
4836,고병원성조류인플루엔자,경상북도,구미시,거의동,닭,15781
4837,고병원성조류인플루엔자,경기도,고양시 덕양구,내곡동,닭,1190
4838,,충청북도,음성군,음성읍,말,74
4839,고병원성조류인플루엔자,충청북도,보은군,회인면,메추리,50
4840,고병원성조류인플루엔자,경상북도,봉화군,법전면,칠면조,30
4841,고병원성조류인플루엔자,경상북도,예천군,지보면,오리,41
4842,구제역,경상남도,고성군,개천면,면양,4
4843,고병원성조류인플루엔자,전라북도,익산시,웅포면,거위,26
4844,고병원성조류인플루엔자,경상북도,봉화군,물야면,꿩,9
4845,고병원성조류인플루엔자,충청북도,영동군,황간면,칠면조,0
4846,고병원성조류인플루엔자,경상남도,고성군,대가면,오리,19
4847,고병원성조류인플루엔자,경상남도,고성군,대가면,칠면조,23
4848,고병원성조류인플루엔자,경상남도,거창군,고제면,칠면조,9
4849,고병원성조류인플루엔자,전라남도,여수시,봉계동,거위,152
4850,고병원성조류인플루엔자,전라북도,진안군,정천면,칠면조,257
4851,고병원성조류인플루엔자,강원도,원주시,우산동,닭,2134
4852,고병원성조류인플루엔자,전라북도,남원시,갈치동,거위,0
4853,고병원성조류인플루엔자,경상남도,함양군,백전면,칠면조,73
4854,고병원성조류인플루엔자,전라북도,무주군,안성면,꿩,384
4855,고병원성조류인플루엔자,충청남도,청양군,대치면,오리,0
4856,구제역,전라남도,고흥군,동일면,사슴,0
4857,구제역,전라북도,남원시,식정동,염소,10
4858,구제역,전라북도,남원시,인월면,염소,11727
4859,고병원성조류인플루엔자,경상북도,영천시,대창면,거위,44
4860,고병원성조류인플루엔자,강원도,강릉시,내곡동,닭,3209
4861,고병원성조류인플루엔자,경기도,구리시,사노동,닭,3082
4862,고병원성조류인플루엔자,대구광역시,북구,읍내동,오리,5
4863,고병원성조류인플루엔자,강원도,고성군,거진읍,꿩,118
4864,고병원성조류인플루엔자,전라남도,광양시,중군동,닭,248
4865,고병원성조류인플루엔자,경상북도,영주시,순흥면,오리,94
4866,고병원성조류인플루엔자,충청남도,아산시,염치읍,거위,157
4867,고병원성조류인플루엔자,충청남도,아산시,염치읍,칠면조,2
4868,,대전광역시,중구,구완동,꿀벌,5001144
4869,,경상북도,봉화군,봉화읍,말,90
4870,고병원성조류인플루엔자,강원도,동해시,이로동,오리,1
4871,고병원성조류인플루엔자,전라북도,전주시 완산구,삼천동3가,오리,50
4872,구제역,경상남도,김해시,명법동,염소,10
4873,고병원성조류인플루엔자,광주광역시,서구,금호동,닭,3583
4874,구제역,전라남도,보성군,벌교읍,사슴,3
4875,,경상북도,봉화군,석포면,토끼,7
4876,,충청남도,서산시,팔봉면,말,39
4877,고병원성조류인플루엔자,울산광역시,울주군,온산읍,오리,22
4878,고병원성조류인플루엔자,충청남도,공주시,쌍신동,오리,0
4879,고병원성조류인플루엔자,경기도,시흥시,대야동,거위,0
4880,구제역,경기도,양주시,만송동,염소,0
4881,구제역,경상북도,고령군,쌍림면,면양,0
4882,고병원성조류인플루엔자,전라남도,여수시,신덕동,닭,742
4883,고병원성조류인플루엔자,충청북도,단양군,어상천면,칠면조,39
4884,고병원성조류인플루엔자,충청남도,보령시,청라면,칠면조,7
4885,고병원성조류인플루엔자,강원도,태백시,백산동,닭,828
4886,고병원성조류인플루엔자,충청북도,충주시,목행동,꿩,2
4887,고병원성조류인플루엔자,충청북도,충주시,목행동,거위,5
4888,고병원성조류인플루엔자,경상남도,하동군,적량면,오리,4
4889,고병원성조류인플루엔자,인천광역시,강화군,양사면,오리,0
4890,,경기도,화성시,서신면,꿀벌,2790
4891,고병원성조류인플루엔자,경상북도,영주시,이산면,칠면조,67
4892,고병원성조류인플루엔자,경상북도,영주시,이산면,거위,3
4893,고병원성조류인플루엔자,충청남도,보령시,주교면,칠면조,57
4894,구제역,경기도,안성시,당왕동,염소,1689
4895,고병원성조류인플루엔자,광주광역시,서구,금호동,오리,14
4896,구제역,경기도,남양주시,화도읍,염소,878
4897,,경상북도,문경시,신기동,토끼,17
4898,구제역,경상북도,영주시,풍기읍,염소,1414
4899,구제역,대전광역시,유성구,구성동,산양,0
4900,,충청남도,홍성군,은하면,토끼,270
4901,구제역,경기도,시흥시,신천동,염소,709
4902,고병원성조류인플루엔자,경상북도,영양군,석보면,거위,43
4903,고병원성조류인플루엔자,부산광역시,강서구,눌차동,오리,10
4904,고병원성조류인플루엔자,경기도,안성시,공도읍,오리,377
4905,고병원성조류인플루엔자,전라남도,여수시,화장동,닭,195
4906,,대전광역시,중구,목달동,타조,2
4907,구제역,대전광역시,중구,목달동,돼지,1
4908,,전라북도,고창군,고수면,토끼,8
4909,고병원성조류인플루엔자,부산광역시,강서구,대저2동,칠면조,4
4910,구제역,전라남도,완도군,소안면,돼지,0
4911,고병원성조류인플루엔자,경상북도,영주시,조암동,칠면조,2
4912,구제역,충청북도,음성군,원남면,사슴,16
4913,,전라남도,곡성군,오곡면,꿀벌,1545
4914,구제역,충청남도,논산시,연산면,면양,31
4915,고병원성조류인플루엔자,경상북도,포항시 남구,오천읍,거위,165
4916,고병원성조류인플루엔자,경상북도,칠곡군,약목면,칠면조,110
4917,고병원성조류인플루엔자,강원도,동해시,구미동,닭,48
4918,,경기도,포천시,군내면,말,2
4919,,경기도,포천시,군내면,꿀벌,1490
4920,구제역,강원도,평창군,미탄면,사슴,8
4921,고병원성조류인플루엔자,경기도,양주시,장흥면,꿩,0
4922,고병원성조류인플루엔자,충청남도,보령시,미산면,꿩,2
4923,고병원성조류인플루엔자,울산광역시,남구,상개동,닭,3124
4924,구제역,경기도,고양시 덕양구,도내동,돼지,75161
4925,구제역,충청남도,당진시,대호지면,사슴,780
4926,고병원성조류인플루엔자,경기도,여주시,매룡동,닭,1003429
4927,고병원성조류인플루엔자,울산광역시,울주군,청량면,오리,0
4928,구제역,인천광역시,서구,검암동,사슴,28
4929,구제역,경기도,하남시,춘궁동,사슴,0
4930,구제역,경기도,고양시 일산동구,성석동,돼지,0
4931,고병원성조류인플루엔자,경상남도,합천군,봉산면,거위,99
4932,구제역,경상북도,상주시,인평동,염소,70
4933,고병원성조류인플루엔자,경기도,오산시,갈곶동,오리,100
4934,고병원성조류인플루엔자,경기도,오산시,갈곶동,거위,2
4935,구제역,인천광역시,계양구,다남동,돼지,1522
4936,구제역,경기도,양평군,강하면,돼지,505
4937,고병원성조류인플루엔자,강원도,삼척시,갈천동,거위,4
4938,고병원성조류인플루엔자,경상북도,상주시,공성면,칠면조,100
4939,고병원성조류인플루엔자,제주특별자치도,제주시,화북이동,닭,540
4940,고병원성조류인플루엔자,전라북도,장수군,계남면,꿩,29
4941,고병원성조류인플루엔자,부산광역시,기장군,정관면,닭,499
4942,,전라남도,무안군,망운면,꿀벌,183
4943,구제역,경기도,구리시,토평동,사슴,0
4944,고병원성조류인플루엔자,경기도,의왕시,학의동,닭,2386
4945,고병원성조류인플루엔자,경상남도,양산시,물금읍,오리,0
4946,구제역,울산광역시,북구,상안동,돼지,3
4947,고병원성조류인플루엔자,전라남도,장성군,황룡면,칠면조,36
4948,고병원성조류인플루엔자,대전광역시,동구,낭월동,꿩,4
4949,고병원성조류인플루엔자,전라남도,고흥군,도덕면,거위,254
4950,고병원성조류인플루엔자,전라남도,담양군,담양읍,오리,362493
4951,고병원성조류인플루엔자,강원도,원주시,부론면,오리,70
4952,고병원성조류인플루엔자,인천광역시,남동구,남촌동,메추리,0
4953,고병원성조류인플루엔자,전라북도,김제시,백산면,칠면조,8
4954,고병원성조류인플루엔자,전라북도,부안군,동진면,거위,51
4955,,경기도,용인시 처인구,원삼면,토끼,4
4956,구제역,울산광역시,북구,무룡동,염소,601
4957,고병원성조류인플루엔자,전라북도,순창군,구림면,거위,37
4958,,경상북도,영주시,순흥면,토끼,14
4959,,경상남도,거제시,장목면,꿀벌,253
4960,구제역,경상북도,경주시,내남면,산양,8
4961,구제역,경기도,평택시,팽성읍,돼지,723028
4962,고병원성조류인플루엔자,충청북도,제천시,청전동,거위,2
4963,고병원성조류인플루엔자,전라북도,남원시,운봉읍,꿩,3
4964,고병원성조류인플루엔자,울산광역시,남구,부곡동,오리,3
4965,고병원성조류인플루엔자,경상남도,거제시,아주동,거위,18
4966,고병원성조류인플루엔자,강원도,태백시,백산동,오리,42
4967,고병원성조류인플루엔자,경기도,오산시,부산동,칠면조,0
4968,고병원성조류인플루엔자,서울특별시,송파구,문정동,닭,0
4969,고병원성조류인플루엔자,부산광역시,사하구,괴정동,닭,23
4970,구제역,경기도,포천시,영중면,산양,266
4971,구제역,경상북도,상주시,만산동,사슴,85
4972,고병원성조류인플루엔자,전라북도,정읍시,정우면,칠면조,5
4973,구제역,경기도,파주시,조리읍,돼지,100069
4974,구제역,경상북도,김천시,조마면,사슴,0
4975,구제역,경기도,시흥시,조남동,돼지,0
4976,고병원성조류인플루엔자,전라남도,함평군,해보면,꿩,150
4977,고병원성조류인플루엔자,전라남도,화순군,춘양면,거위,12
4978,,세종특별자치시,,금남면,꿀벌,3196
4979,구제역,경상남도,양산시,매곡동,돼지,12530
4980,,경상남도,고성군,하일면,꿀벌,10
4981,구제역,경기도,여주시,대신면,사슴,0
4982,고병원성조류인플루엔자,인천광역시,옹진군,백령면,오리,12
4983,구제역,경기도,용인시,포곡면,사슴,0
4984,구제역,경기도,화성시,양감면,사슴,353
4985,고병원성조류인플루엔자,경상북도,안동시,북후면,오리,7
4986,구제역,전라북도,완주군,봉동읍,산양,7
4987,고병원성조류인플루엔자,경상남도,창원시 의창구,퇴촌동,오리,388
4988,고병원성조류인플루엔자,충청남도,보령시,주교면,오리,35
4989,구제역,충청남도,보령시,웅천읍,돼지,106461
4990,고병원성조류인플루엔자,전라남도,완도군,완도읍,거위,189
4991,구제역,경상북도,안동시,상아동,염소,1
4992,구제역,광주광역시,광산구,남산동,소,4
4993,구제역,울산광역시,북구,연암동,소,0
4994,고병원성조류인플루엔자,경기도,파주시,법원읍,칠면조,88
4995,구제역,경상남도,합천군,가야면,산양,34
4996,구제역,부산광역시,강서구,미음동,소,1
4997,구제역,전라북도,완주군,경천면,산양,6
4998,구제역,경상북도,구미시,임수동,염소,2
4999,,경상북도,청송군,파천면,토끼,39
5000,구제역,충청남도,아산시,기산동,소,85
5001,고병원성조류인플루엔자,전라북도,군산시,구암동,거위,0
5002,구제역,경기도,평택시,지산동,소,0
5003,구제역,경상북도,영주시,상줄동,염소,1
5004,구제역,충청남도,당진시,행정동,소,83
5005,구제역,경상북도,영천시,조교동,소,32
5006,구제역,경상북도,김천시,대광동,소,53
5007,구제역,충청남도,논산시,지산동,소,22
